stratum,priority,work_id,doi,year,venue,screen_verdict,screen_cell,screen_route_to,outcome_level,evidence_type,desire_for_children_held_fixed,screen_reason,preflagged_issue,ra_verdict,ra_cell,ra_route_to,agree_or_overturn,ra_reason,send_to_fulltext,ra_initials,ra_date,title
D_OTHER_WALLS,3,W3084501145,10.1186/s41118-020-00094-3,2020,Genus,NOT_RELEVANT,OFF_ECON_C5a,C.5.a,NA,theory,unclear,"Feared object is economic uncertainty, routing to C.5.a under Wall 3.",,,,,,,,,,A reflection on economic uncertainty and fertility in Europe: The Narrative Framework
D_OTHER_WALLS,3,W3099164311,10.1007/s11205-020-02554-x,2020,Social Indicators Research,NOT_RELEVANT,OFF_ECON_C5a,C.5.a,NA,observational,unclear,"the 'climate' of uncertainty here is economic, routing to C.5.a under Wall 3",,,,,,,,,,Fertility Intentions in Times of Rising Economic Uncertainty: Evidence from Italy from a Gender Perspective
D_OTHER_WALLS,3,W3099173266,10.4054/mpidr-wp-2020-036,2020,,NOT_RELEVANT,OFF_ECON_C5a,C.5.a,NA,observational,unclear,"Uncertainty measured as employment, income, and partnership instability with no ecological feared object (Wall 3).",,,,,,,,,,A spatial perspective on the Nordic fertility decline: the role of economic and social uncertainty in fertility trends
D_OTHER_WALLS,3,W2914704861,10.4054/demres.2019.40.8,2019,Demographic Research,NOT_RELEVANT,OFF_ECON_C5a,C.5.a,NA,observational,unclear,"Feared object is personal employment and economic security, routing to C.5.a under Wall 3.",,,,,,,,,,Persistent joblessness and fertility intentions
D_OTHER_WALLS,3,W2950717371,10.1007/s13524-019-00790-6,2019,Demography,NOT_RELEVANT,OFF_ECON_C5a,C.5.a,NA,observational,no,Structural economic insecurity as the driver of fertility decline (Wall 3).,,,,,,,,,,Beyond the Great Recession: Labor Market Polarization and Ongoing Fertility Decline in the United States
D_OTHER_WALLS,3,W2989237433,10.1002/soej.12408,2019,Southern Economic Journal,NOT_RELEVANT,OFF_ECON_C5a,C.5.a,NA,quasi-experimental,unclear,"Feared object is personal income and job loss, routing to economic uncertainty (Wall 3).",,,,,,,,,,Did the Great Recession Affect Fertility? Examining the Impact of Job Displacements on the Timing of Births in the United States
D_OTHER_WALLS,3,W1986211821,10.4324/9781351329040-10,2018,,NOT_RELEVANT,OFF_ECON_C5a,C.5.a,NA,theory,no,"Children as security assets against economic and mortality risk; feared object is economic, Wall 3.",,,,,,,,,,Fertility as an Adjustment to Risk *
D_OTHER_WALLS,3,W2892170536,10.4054/demres.2018.39.28,2018,Demographic Research,NOT_RELEVANT,OFF_ECON_C5a,C.5.a,NA,observational,unclear,"Feared object is personal economic security, routing to C.5.a under Wall 3.",,,,,,,,,,Economic uncertainty and first-birth intentions in Europe
D_OTHER_WALLS,3,W3031566310,10.1093/oso/9780198820802.001.0001,2018,Oxford University Press eBooks,NOT_RELEVANT,OFF_ECON_C5a,C.5.a,NA,theory,unclear,Expectations under economic uncertainty with no ecological fear and no fertility outcome (Wall 3).,,,,,,,,,,Uncertain Futures
D_OTHER_WALLS,3,W2581500747,10.1007/s13524-017-0580-4,2017,Demography,NOT_RELEVANT,OFF_ECON_C5a,C.5.a,NA,quasi-experimental,unclear,"Feared object is personal economic security, routing to C.5.a (Wall 3).",,,,,,,,,,Job Displacement and First Birth Over the Business Cycle
D_OTHER_WALLS,3,W2605440218,10.1007/s00148-017-0640-5,2017,Journal of Population Economics,NOT_RELEVANT,OFF_ECON_C5a,C.5.a,NA,observational,unclear,"Feared object is labour-market/economic insecurity, routing to C.5.a under Wall 3.",,,,,,,,,,A cohort perspective of the effect of unemployment on fertility
D_OTHER_WALLS,3,W2614100005,10.4054/demres.2017.36.51,2017,Demographic Research,NOT_RELEVANT,OFF_ECON_C5a,C.5.a,NA,observational,unclear,"Feared object is personal economic security, routing to C.5.a under Wall 3.",,,,,,,,,,The fertility response to the Great Recession in Europe and the United States: Structural economic conditions and perceived economic uncertainty
D_OTHER_WALLS,3,W2626732371,10.1017/s0021932017000220,2017,Journal of Biosocial Science,NOT_RELEVANT,OFF_ECON_C5a,C.5.a,NA,observational,unclear,Economic recession as the shock to fertility; Wall 3 routes it to C.5.a.,,,,,,,,,,DIFFERENTIAL RESPONSES IN FIRST BIRTH BEHAVIOUR TO ECONOMIC RECESSION IN THE UNITED KINGDOM
D_OTHER_WALLS,3,W2165690566,10.1111/jomf.12212,2015,Journal of Marriage and the Family,NOT_RELEVANT,OFF_ECON_C5a,C.5.a,NA,observational,no,Economic hardship and uncertainty as the feared object (Wall 3).,,,,,,,,,,"The Great Recession, Fertility, and Uncertainty: Evidence From the United States"
D_OTHER_WALLS,3,W2003253551,10.1073/pnas.1408975111,2014,Proceedings of the National Academy of Sciences,NOT_RELEVANT,OFF_ECON_C5a,C.5.a,NA,observational,unclear,"Feared object is labor-market/economic conditions, routing to C.5.a under Wall 3.",,,,,,,,,,Short- and long-term effects of unemployment on fertility
D_OTHER_WALLS,3,W2106503035,10.4054/demres.2012.27.28,2012,Demographic Research,NOT_RELEVANT,OFF_ECON_C5a,C.5.a,NA,observational,unclear,"Feared object is personal economic security, routing to C.5.a under Wall 3.",,,,,,,,,,Economic Uncertainty and Family Dynamics in Europe
D_OTHER_WALLS,3,W2029978397,10.1111/j.1728-4457.2011.00411.x,2011,Population and Development Review,NOT_RELEVANT,OFF_ECON_C5a,C.5.a,NA,review,unclear,"Economic downturn and personal economic insecurity as the feared object, routing to C.5.a under Wall 3.",,,,,,,,,,Economic Recession and Fertility in the Developed World
D_OTHER_WALLS,3,W1647816935,10.1007/s10680-010-9222-x,2010,European Journal of Population / Revue européenne de Démographie,NOT_RELEVANT,OFF_ECON_C5a,C.5.a,NA,observational,no,"economic/employment conditions as feared object, routes to C.5.a under Wall 3",,,,,,,,,,Where Are the Babies? Labor Market Conditions and Fertility in Europe
D_OTHER_WALLS,3,W2170362363,10.1023/a:1019701812709,2002,European Journal of Population / Revue européenne de Démographie,NOT_RELEVANT,OFF_ECON_C5a,C.5.a,NA,observational,unclear,title states economic insecurity as the feared object (Wall 3),,,,,,,,,,Fertility Decline in Russia in the Early and Mid 1990s: The Role of Economic Uncertainty and Labour Market Crises
D_OTHER_WALLS,3,W4233068658,10.1007/s001480100093,2001,Journal of Population Economics,NOT_RELEVANT,OFF_ECON_C5a,C.5.a,NA,observational,unclear,Title states job-market insecurity as the feared object driving fertility (Wall 3).,,,,,,,,,,"Job bust, baby bust?: Evidence from Spain"
D_OTHER_WALLS,3,W2093824051,10.2307/353660,1997,Journal of Marriage and the Family,NOT_RELEVANT,OFF_ECON_C5a,C.5.a,NA,observational,unclear,"Feared object is employment and income security after transition, routing to C.5.a.",,,,,,,,,,Social Change and Declines in Marriage and Fertility in Eastern Germany
