work_id,doi,stratum,cell,year,venue,oa_status,pdf_url,download_status,detail,bytes,file,title
W2006490730,10.1111/j.1728-4457.2002.00641.x,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2002,Population and Development Review,closed,,no_oa_url,closed,0,,The Emergence of Lowest‐Low Fertility in Europe During the 1990s
W245034627,10.1023/a:1021125800070,descriptive_residual,PRIMARY_SPATIAL_DIFFUSION,2002,European Journal of Population / Revue européenne de Démographie,closed,,no_oa_url,closed,0,,From the First to the Second Demographic Transition: An Interpretation of the Spatial Continuity of Demographic Innovati
W2069809762,10.1080/10810730290001774,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2002,Journal of Health Communication,closed,,no_oa_url,closed,0,,Indirect Exposure to a Family Planning Mass Media Campaign in Nepal
W2083045112,10.1177/08912430222104903,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2002,Gender & Society,closed,,no_oa_url,closed,0,,Men's Talk About “Women's Matters”
W2024993879,10.1353/dem.2002.0014,descriptive_residual,PRIMARY_SPATIAL_DIFFUSION,2002,Demography,closed,,no_oa_url,closed,0,,Spatial variation in contraceptive use in Bangladesh: Looking Beyond the borders
W2141955160,10.1353/sof.2002.0030,descriptive_residual,PRIMARY_SPATIAL_DIFFUSION,2002,Social Forces,closed,,no_oa_url,closed,0,,The Short- and Long-Term Effects of U.S. Migration Experience on Mexican Women's Fertility
W1484874190,10.31899/pgy6.1070,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2002,,gold,,failed,not_pdf_html_paywall,0,,Social organization and reproductive behavior in southern Ghana
W2156908278,10.1086/320818,descriptive_residual,PRIMARY_LEGITIMATION_SPREAD,2001,American Journal of Sociology,closed,,no_oa_url,closed,0,,"Social Change, the Social Organization of Families, and Fertility Limitation"
W2064581138,10.1111/j.1728-4465.2001.00025.x,descriptive_residual,PRIMARY_SPATIAL_DIFFUSION,2001,Studies in Family Planning,closed,,no_oa_url,closed,0,,Is Fertility Declining in Benin?
W1977169376,10.2307/2673799,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2001,International Family Planning Perspectives,closed,,no_oa_url,closed,0,,"Kinship Networks and Contraceptive Choice in Nang Rong, Thailand"
W2000205321,10.1080/00324720127691,descriptive_residual,PRIMARY_LEGITIMATION_SPREAD,2001,Population Studies,closed,,no_oa_url,closed,0,,"Religion, social milieu, and the contraceptive revolution"
W1552777139,,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2001,NORA - Norwegian Open Research Archives,green,,failed,not_pdf_html_paywall,0,,The importance of education for fertility in Sub-Saharan Africa is substantially underestimated when community effects a
W165253017,10.31899/pgy6.1056,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2001,,gold,,failed,not_pdf_html_paywall,0,,Social networks and contraceptive dynamics in southern Ghana
W2002792116,10.1111/j.1728-4457.2000.00725.x,descriptive_residual,PRIMARY_LEGITIMATION_SPREAD,2000,Population and Development Review,closed,,no_oa_url,closed,0,,"Local and Foreign Models of Reproduction in Nyanza Province, Kenya"
W2077709300,10.1080/713779084,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2000,Population Studies,closed,,no_oa_url,closed,0,,Social interactions and fluctuations in birth rates
W2323132355,10.3112/erdkunde.2000.03.05,descriptive_residual,PRIMARY_SPATIAL_DIFFUSION,2000,Erdkunde,diamond,,failed,not_pdf_html_paywall,0,,Approaches explaining regional differences in fertility decline in India
W2079466008,10.1111/j.1728-4457.2000.00761.x,descriptive_residual,PRIMARY_CULTURAL_BOUNDARY_CONTENT,2000,Population and Development Review,closed,,no_oa_url,closed,0,,"Conditioning Factors for Fertility Decline in Bengal: History, Language Identity, and Openness to Innovations"
W2110836239,10.1016/s0277-9536(99)00276-2,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,2000,Social Science & Medicine,hybrid,,failed,not_pdf_html_paywall,0,,"Social networks, ideation, and contraceptive behavior in Bangladesh: a longitudinal analysis"
W2010188480,10.1068/a3286,descriptive_residual,PRIMARY_SPATIAL_DIFFUSION,2000,Environment and Planning A Economy and Space,closed,,no_oa_url,closed,0,,"Spatial Variability in Fertility in Menoufia, Egypt, Assessed through the Application of Remote-Sensing and GIS Technolo"
W2741898846,10.31899/pgy6.1043,descriptive_residual,PRIMARY_CULTURAL_BOUNDARY_CONTENT,2000,,gold,,failed,not_pdf_html_paywall,0,,"Some preconditions for fertility decline in Bengal: History, language identity, and an openness to innovations"
W1588497975,10.1111/j.1728-4457.1999.00703.x,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,1999,Population and Development Review,closed,,no_oa_url,closed,0,,The Persistence of Outmoded Contraceptive Regimes: The Cases of Mexico and Brazil
W2080512131,10.2307/2991959,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,1999,International Family Planning Perspectives,closed,,no_oa_url,closed,0,,"The Relationship of Social Affiliation and Interpersonal Discussion to Family Planning Knowledge, Attitudes and Practice"
W2337896076,10.3917/popu.p1998.10n1.0204,descriptive_residual,PRIMARY_CULTURAL_BOUNDARY_CONTENT,1998,Population,closed,,no_oa_url,closed,0,,Evidence for a spatial diffusion of contraception at the onset of the fertility transition in victorian Britain
W2056224674,10.1111/j.1541-0064.1998.tb01563.x,descriptive_residual,PRIMARY_SPATIAL_DIFFUSION,1998,Canadian Geographies / Géographies canadiennes,closed,,no_oa_url,closed,0,,GEOGRAPHICAL PATTERNS OF FERTILITY DECLINE IN GUANGDONG: CHINA'S POPULATION POLICY THROUGH THE CENSUSES OF 1982 AND 1990
W1989183130,10.1111/j.0435-3684.1998.00040.x,descriptive_residual,PRIMARY_SPATIAL_DIFFUSION,1998,Geografiska Annaler Series B Human Geography,closed,,no_oa_url,closed,0,,Patterns of fertility change in ghana: a time and space perspective
W2115861803,,descriptive_residual,PRIMARY_SPATIAL_DIFFUSION,1998,RePEc: Research Papers in Economics,green,,failed,"not_pdf_html_paywall,empty_or_tiny",0,,Regional heterogeneity and fertility behaviour in India
W2019533188,10.2307/3038290,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,1997,Demography,closed,,no_oa_url,closed,0,,Learning in social networks and contraceptive choice
W2006672900,10.1016/s0277-9536(96)00385-1,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,1997,Social Science & Medicine,hybrid,,failed,not_pdf_html_paywall,0,,Social network associations with contraceptive use among Cameroonian women in voluntary associations
W2032866820,10.2307/2137860,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,1997,Studies in Family Planning,closed,,no_oa_url,closed,0,,"The Buzz Outside the Clinics: Conversations and Contraception in Nyanza Province, Kenya"
W2014048998,10.2307/2061709,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,1996,Demography,bronze,,failed,not_pdf_html_paywall,0,,Community and contraceptive choice in rural Thailand: A case study of Nang Rong
W2082314900,10.2307/2137716,descriptive_residual,PRIMARY_LEGITIMATION_SPREAD,1996,Population and Development Review,closed,,no_oa_url,closed,0,,"Women, Work, and Children: Behavioral and Attitudinal Change in the United States"
W2011828439,10.2307/2138046,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,1995,Studies in Family Planning,closed,,no_oa_url,closed,0,,Diffusion of the Culture of Contraception: Program Effects on Young Women in Rural Bangladesh
W2010006600,10.2307/2096388,descriptive_residual,PRIMARY_SPATIAL_DIFFUSION,1995,American Sociological Review,closed,,no_oa_url,closed,0,,"The Spatial Diffusion of Fertility: A Cross-Sectional Analysis of Counties in the American South, 1940"
W2166377928,10.1177/089124395009004005,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,1995,Gender & Society,closed,,no_oa_url,closed,0,,WOMEN'S GOSSIP AND SOCIAL CHANGE
W2043792796,10.1093/sf/73.2.435,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,1994,Social Forces,green,,failed,not_pdf_html_paywall,0,,Interaction Diffusion and Fertility Transition in Costa Rica
W2008821319,10.2307/2061795,descriptive_residual,PRIMARY_SPATIAL_DIFFUSION,1994,Demography,closed,,no_oa_url,closed,0,,The Persistence of High Fertility in the American South on the Eve of the Baby Boom
W2023283417,10.1080/0032472031000147246,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,1993,Population Studies,closed,,no_oa_url,closed,0,,The Diffusion of Fertility Control in Taiwan: Evidence from Pooled Cross-Section Time-Series Models
W2052642508,10.2307/2061848,descriptive_residual,PRIMARY_LEGITIMATION_SPREAD,1992,Demography,bronze,,failed,not_pdf_html_paywall,0,,"Fertility transition, conscious choice, and numeracy"
W2136974190,10.5860/choice.28-5961,descriptive_residual,PRIMARY_SPATIAL_DIFFUSION,1991,Choice Reviews Online,closed,,no_oa_url,closed,0,,"From provinces into nations: demographic integration in Western Europe, 1870-1960"
W1988907119,10.2307/1971590,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,1990,Population and Development Review,closed,,no_oa_url,closed,0,,"From Local to National Communities: The Transformation of Demographic Regimes in Western Europe, 1870-1960"
W2333733356,10.2307/1972532,descriptive_residual,PRIMARY_SPATIAL_DIFFUSION,1990,Population and Development Review,closed,,no_oa_url,closed,0,,The Emerging Demographic Transitions of Southeast Asia
W1970655532,10.2307/1973580,descriptive_residual,PRIMARY_SPATIAL_DIFFUSION,1988,Population and Development Review,closed,,no_oa_url,closed,0,,Thailand's Reproductive Revolution: Rapid Fertility Decline in a Third-World Setting.
W2076364701,10.1177/036319908701200105,descriptive_residual,PRIMARY_CULTURAL_BOUNDARY_CONTENT,1987,Journal of Family History,closed,,no_oa_url,closed,0,,"""Early"" Fertility Decline in America: a Problem in Family History"
W2062093847,10.2307/1972119,descriptive_residual,PRIMARY_LEGITIMATION_SPREAD,1987,Population and Development Review,closed,,no_oa_url,closed,0,,The Emergence of a Two-Child Norm among American Birth-Controllers
W2001473507,10.1080/19485565.1984.9988569,descriptive_residual,PRIMARY_CULTURAL_BOUNDARY_CONTENT,1984,Biodemography and Social Biology,closed,,no_oa_url,closed,0,,Adoption of fertility limitation in an American frontier population: An analysis and simulation of socio‐religious subgr
W2091049066,10.1080/03585522.1983.10408010,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,1983,Scandinavian Economic History Review,bronze,,failed,not_pdf_html_paywall,0,,Are children poor men's riches?
W1985163593,10.1080/00324728.1977.10412759,descriptive_residual,PRIMARY_LEGITIMATION_SPREAD,1977,Population Studies,closed,,no_oa_url,closed,0,,The Malthusian League and the resistance to birth control propaganda in late Victorian Britain
W2015609658,10.2307/1964787,descriptive_residual,PRIMARY_SOCIAL_EXPOSURE,1974,Studies in Family Planning,closed,,no_oa_url,closed,0,,A Mathematical Model for Determining Effectiveness of Family Planning Clinics
