work,tier,design,route,verdict,id,doi,year,venue,type,is_oa,outcome,last_url,title
W2_library_proxy,T6_theory_stream,descriptive,THEORY,UNCERTAIN,W2313698633,10.3406/adh.1988.1690,1988,Annales de Démographie Historique,article,False,no_url,,Le fonctionnement de la famille-souche dans les Baronnies des Pyrénées avant 1914
W2_library_proxy,T6_theory_stream,descriptive,THEORY,UNCERTAIN,W7130564578,10.1017/9781009641470,2026,Cambridge University Press eBooks,book,False,no_url,,"Life, Death, and Migration in the Early Modern City"
W2_library_proxy,T6_theory_stream,descriptive,THEORY,UNCERTAIN,W4377249920,10.5871/bacad/9780197267356.003.0009,2022,British Academy eBooks,book-chapter,False,no_url,,"Marriage, Motherhood, and Mobility in Bronze and Iron Age Central Europe"
W2_library_proxy,T6_theory_stream,descriptive,THEORY,UNCERTAIN,W2028062743,10.1080/03057079708708547,1997,Journal of Southern African Studies,article,False,no_url,,"Men, migration, and households in Botswana: an exploration of connections over time and space"
W2_library_proxy,T6_theory_stream,descriptive,THEORY,UNCERTAIN,W4301657077,10.1515/9781503624689,2004,Stanford University Press eBooks,book,False,no_url,,Only Hope
W2_library_proxy,T6_theory_stream,descriptive,THEORY,UNCERTAIN,W3000670880,10.1163/15685268-00211p03,2019,NAN Nü,article,False,no_url,,Reforming Social Customs through Law: Dynamics and Discrepancies in the Nationalist Reform of the Adoptive Daughter-in-Law
W2_library_proxy,T6_theory_stream,descriptive,THEORY,UNCERTAIN,W2496985430,10.1093/acprof:oso/9780199578092.001.0001,2009,Oxford University Press eBooks,book,False,no_url,,Understanding Chinese Families
W2_library_proxy,T6_theory_stream,theory,THEORY,UNCERTAIN,W3135535268,10.1525/9780520322943-004,1984,,book-chapter,False,no_url,,1. Households: Changing Forms and Functions
W2_library_proxy,T6_theory_stream,theory,THEORY,UNCERTAIN,W2072436544,10.1017/s0140525x09991749,2010,Behavioral and Brain Sciences,article,False,no_url,,Are humans cooperative breeders?: Most studies of natural fertility populations do not support the grandmother hypothesis
W2_library_proxy,T6_theory_stream,theory,THEORY,UNCERTAIN,W1499437518,10.1016/s1573-4471(07)04051-x,2007,Handbook of development economics,book-chapter,False,no_url,,Chapter 51 Household Formation and Marriage Markets in Rural Areas
W2_library_proxy,T6_theory_stream,theory,THEORY,UNCERTAIN,W1979899036,10.2307/2137684,1996,Population and Development Review,article,False,no_url,,Comparing Family Systems in Europe and Asia: Are There Different Sets of Rules?
W2_library_proxy,T6_theory_stream,theory,THEORY,UNCERTAIN,W2277451663,10.1086/jar.34.3.3629786,1978,Journal of Anthropological Research,article,False,no_url,,Domestic Development Cycles as a Link between Population Processes and Other Social Processes
W2_library_proxy,T6_theory_stream,theory,THEORY,UNCERTAIN,W4244279677,10.1002/9781119085621.wbefs008,2016,Encyclopedia of Family Studies,reference-entry,False,no_url,,Empty Nest
W2_library_proxy,T6_theory_stream,theory,THEORY,UNCERTAIN,W1968320354,10.2307/350128,1970,Journal of Marriage and the Family,article,False,no_url,,Extended Family Structure and Fertility: Some Conceptual and Methodological Issues
W2_library_proxy,T6_theory_stream,theory,THEORY,UNCERTAIN,W2003926454,10.2307/1972899,1983,Population and Development Review,article,False,no_url,,Fertility and Economic Change in Eighteenth and Nineteenth Century Europe: A Comment
W2_library_proxy,T6_theory_stream,theory,THEORY,UNCERTAIN,W2045594767,10.2307/1973136,1987,Population and Development Review,article,False,no_url,,Household Formation in Developed Societies
W2_library_proxy,T6_theory_stream,theory,THEORY,UNCERTAIN,W2024827095,10.1007/s00148-009-0254-7,2009,Journal of Population Economics,article,False,no_url,,Household division of labor and cross-country differences in household formation rates
W2_library_proxy,T6_theory_stream,theory,THEORY,UNCERTAIN,W4298359026,10.4324/9781315131085-1,2017,,book-chapter,False,no_url,,Introduction and Overview
W2_library_proxy,T6_theory_stream,theory,THEORY,UNCERTAIN,W2487801235,10.1017/cbo9780511582868.011,1997,Cambridge University Press eBooks,book-chapter,False,no_url,,Population growth and the family
W2_library_proxy,T6_theory_stream,theory,THEORY,UNCERTAIN,W2205570910,10.1007/s00148-015-0580-x,2015,Journal of Population Economics,article,False,no_url,,"Relational contracts for household formation, fertility choice and separation"
W2_library_proxy,T6_theory_stream,theory,THEORY,UNCERTAIN,W2138444624,10.1177/0363199015584472,2015,Journal of Family History,article,False,no_url,,Residence Patterns and Demographic Constraints
W2_library_proxy,T6_theory_stream,theory,THEORY,UNCERTAIN,W2037792764,10.2307/2060023,1970,Demography,article,False,no_url,,Some demographic determinants of average household size: An analytic approach
W2_library_proxy,T6_theory_stream,theory,THEORY,UNCERTAIN,W2089050930,10.1177/106939717601100402,1976,Cross-Cultural Research,article,False,no_url,,Structural Variability in Stem Family Development Cycles: A Simulation Approach
W2_library_proxy,T6_theory_stream,theory,THEORY,UNCERTAIN,W4247793371,10.4324/9781315131085,2017,,book,False,no_url,,The Boomerang AGE
W2_library_proxy,T6_theory_stream,theory,THEORY,UNCERTAIN,W2027393511,10.1353/his.2011.0029,2011,Histoire sociale,article,False,no_url,,"The Stem Family in Eurasian Perspective. Revisiting House Societies, 17 th -20 th centuries (review)"
W2_library_proxy,T6_theory_stream,theory,THEORY,UNCERTAIN,W612288200,10.5860/choice.43-6209,2006,Choice Reviews Online,book-review,False,no_url,,The boomerang age: transitions to adulthood in families
W2_library_proxy,T6_theory_stream,theory,THEORY,UNCERTAIN,W2067927006,10.1093/oep/gpv033,2015,Oxford Economic Papers,article,False,no_url,,The decline in average family size and its implications for the average benefits of within‐household sharing
W2_library_proxy,T6_theory_stream,theory,THEORY,UNCERTAIN,W4380787417,10.4324/9781003413233-3,2023,,book-chapter,False,no_url,,The developmental cycle: phases (i) and (ii)
W2_library_proxy,T6_theory_stream,theory,THEORY,UNCERTAIN,W2066948096,10.2307/1972376,1982,Population and Development Review,article,False,no_url,,Two Kinds of Preindustrial Household Formation System
W3_librarian,T1_wall1_packet,observational,MIXED_PRICE_ARRANGEMENT,UNCERTAIN,W7111954011,,2016,,dissertation,False,no_url,,A study on the characteristic of Household Living Arrangements in Taipei Metropolitan Area
W3_librarian,T1_wall1_packet,observational,MIXED_PRICE_ARRANGEMENT,UNCERTAIN,W299825115,,2012,eScholarship (California Digital Library),dissertation,False,no_url,,The Dynamics of Participation in Subsidized Housing Programs in the U.S.
W3_librarian,T2_primary_relevant,observational,PRIMARY_PRELAUNCH,RELEVANT,W328333377,,1993,PubMed,article,False,no_url,,A policy-oriented analysis of fertility behaviors and attitudes in Japan.
W3_librarian,T2_primary_relevant,observational,PRIMARY_EXTENDED_COUPLE,RELEVANT,W2993336192,,2013,Rénkǒu xuékān,article,False,no_url,,Effects of Ethnic Composition and Living with In-laws on Fertility of Foreign Wives in Korea: An Analysis of Neighborhood Effects
W3_librarian,T2_primary_relevant,observational,PRIMARY_EXTENDED_COUPLE,RELEVANT,W1157407606,,2012,OakTrust (Texas A&M University Libraries),dissertation,True,route_blocked,https://hdl.handle.net/1969.1/148218,"Family Structure, Marital Fertility and Premarital Sex among Married and Never-Married Women in Contemporary China"
W3_librarian,T2_primary_relevant,observational,PRIMARY_EXTENDED_COUPLE,RELEVANT,W3172333757,,1988,Deep Blue (University of Michigan),dissertation,False,no_url,,"Family structure, marriage and fertility in Hong Kong: Demographic effects of the changing Chinese family."
W3_librarian,T2_primary_relevant,observational,PRIMARY_EXTENDED_COUPLE,RELEVANT,W7112036870,,,RePEc: Research Papers in Economics,preprint,False,no_url,,"Grandparents """"on Board"""":How They Translateinto the Number of Their Young Grandchildren"
W3_librarian,T2_primary_relevant,observational,PRIMARY_PRELAUNCH,RELEVANT,W2783195760,,2017,KTH Publication Database DiVA (KTH Royal Institute of Technology),dissertation,True,empty_or_tiny,http://urn.kb.se/resolve?urn=urn:nbn:se:su:diva-151453,Home-leaving and Parenthood : Timing of home-leaving and the relation to childbearing behavior in Sweden
W3_librarian,T2_primary_relevant,observational,PRIMARY_PRELAUNCH,RELEVANT,W3000613627,,2019,RePEc: Research Papers in Economics,preprint,False,no_url,,Household precariousness and youth living arrangements in Spain: evidence for a complete business cycle
W3_librarian,T2_primary_relevant,observational,PRIMARY_EXTENDED_COUPLE,RELEVANT,W1517043275,,2010,,article,False,no_url,,"Husbands, Wives, and In-Laws: Family Dynamics and Childbearing Behavior in Nepal."
W3_librarian,T2_primary_relevant,observational,PRIMARY_PRELAUNCH,RELEVANT,W3122781396,,2019,RePEc: Research Papers in Economics,article,False,no_url,,"Independencia Residencial, Dedicación Laboral Y Fertilidad De Los Jóvenes Españoles. Un Análisis Por Comunidades Autónomas"
W3_librarian,T2_primary_relevant,observational,PRIMARY_PRELAUNCH,RELEVANT,W3011464401,,2019,Revista de estudios regionales,article,False,no_url,,Independencia residencial y dedicación laboral de los jóvenes españoles: Un análisis por Comunidades Autónomas
W3_librarian,T2_primary_relevant,observational,PRIMARY_PRELAUNCH,RELEVANT,W2186886523,,2013,,article,False,no_url,,The Problematic Transition to Adulthood in Italy. A Comparison Before and After the Beginning of the Global Crisis
W3_librarian,T2_primary_relevant,observational,PRIMARY_EXTENDED_COUPLE,RELEVANT,W2311727426,,1991,PubMed,other,False,no_url,,[[A hazard analysis of birth timing in Japan since the 1960s]].
W3_librarian,T2_primary_relevant,descriptive,PRIMARY_PRELAUNCH,RELEVANT,W833207267,,2013,ScholarWorks@BGSU (Bowling Green State University),article,True,route_blocked,https://scholarworks.bgsu.edu/ncfmr_family_profiles/15,"FP-13-01 Coresident vs. Non-Coresident Young Adults, 2011"
W3_librarian,T3_primary_uncertain,observational,PRIMARY_PRELAUNCH,UNCERTAIN,W2616563020,,1993,OhioLink ETD Center (Ohio Library and Information Network),article,True,empty_or_tiny,http://rave.ohiolink.edu/etdc/view?acc_num=osu1487844485896055,"Transitions to adulthood among young women: The sequencing of nest-leaving, marriage, and first birth /"
W3_librarian,T3_primary_uncertain,observational,PRIMARY_EXTENDED_COUPLE,UNCERTAIN,W1464774063,,1993,PubMed,other,False,no_url,,[Cohort fertility and the Cigno model].
W3_librarian,T3_link1_identified,identified,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W7132477828,,,RePEc: Research Papers in Economics,preprint,False,no_url,,Long-term effects of historical inheritance customs on household formation and gender disparities
W3_librarian,T3_link1_identified,identified,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2190851637,,2015,RePEc: Research Papers in Economics,preprint,True,route_blocked,http://hdl.handle.net/10419/124999,Old-Age Pension and Intergenerational Living Arrangements
W3_librarian,T4_insufficient_resolve_at_retrieval,cannot_tell,INSUFFICIENT_INFO,UNCERTAIN,W3127076315,,2000,VUBIR (Vrije Universiteit Brussel),article,False,no_url,,"Europe's demographic issues: fertility, household formation and replacement migration"
W3_librarian,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W1538235994,,2012,,dissertation,False,no_url,,A life course perspective on social and family formation transitions to adulthood of young men and women in Mexico
W3_librarian,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2730253612,,2015,Retraite et société,article,False,no_url,,Coresidence between Adult Family Members: A Form of Reciprocal Support
W3_librarian,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2615035708,,2012,HAL (Le Centre pour la Communication Scientifique Directe),preprint,True,route_blocked,https://sciencespo.hal.science/hal-03460098,Do Transitions to Adulthood Converge in Europe? An Optimal Matching Analysis of Work-Family Trajectories of Young Adults from 20 European Countries 
W3_librarian,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2755272857,,2016,한국사회학회 사회학대회 논문집,article,False,no_url,,Do We Coreside with Parents and Children Shorter than Before
W3_librarian,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2925771555,,2019,UTUPub (University of Turku),dissertation,True,route_blocked,http://www.utupub.fi/handle/10024/146993,Economic difficulties during the transition into adulthood in Finland : a register-based study
W3_librarian,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2592120746,,2017,Dialnet (Universidad de la Rioja),article,False,no_url,,El retorno al hogar de los padres en las diferentes etapas de la vida en Francia
W3_librarian,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W3000317536,,2019,KTH Publication Database DiVA (KTH Royal Institute of Technology),dissertation,True,empty_or_tiny,http://urn.kb.se/resolve?urn=urn:nbn:se:su:diva-164767,"Essays on Family Dynamics : Partnering, Fertility and Divorce in Sweden"
W3_librarian,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2188777280,,2009,,article,False,no_url,,Home is where the heart is: living arrangements of young adults in Brazil. *
W3_librarian,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W68439634,,1992,Lincoln (University of Nebraska),dissertation,False,no_url,,Home leaving behavior of American youth
W3_librarian,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2595350878,,2016,Data Archiving and Networked Services (DANS),article,True,route_blocked,https://pure.knaw.nl/portal/en/publications/e68e83c9-4659-4f01-bc49-da45b42e0d70,Inequality in demographic behaviour. How important are parents
W3_librarian,T5_link1,observational,LINK1_ARRANGEMENT_TO_UNION,UNCERTAIN,W48229534,,2011,Dialnet (Universidad de la Rioja),article,True,empty_or_tiny,https://dialnet.unirioja.es/descarga/articulo/3686402.pdf,Las mujeres jóvenes y la formación de uniones en España
W3_librarian,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2319864265,,1995,,article,False,no_url,,Leaving the nest? The impact of family structure.
W3_librarian,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W50396128,,2011,KTH Publication Database DiVA (KTH Royal Institute of Technology),dissertation,True,empty_or_tiny,http://urn.kb.se/resolve?urn=urn:nbn:se:uu:diva-152725,Livets händelser i glesbygd och tätbygd : En livsbanestudie av ålderskohorten 1968–1971
W3_librarian,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2297174073,,1988,PubMed,article,False,no_url,,Marriage process and household formation in Bolivia and Argentina: the impact of migration in a peasant society.
W3_librarian,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W7164729557,,2026,HAL (Le Centre pour la Communication Scientifique Directe),preprint,False,no_url,,"Migrations de travail et structure des ménages au Tadjikistan, 2012-2023"
W3_librarian,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2387494833,,2012,Renkou yu fazhan,article,False,no_url,,Reseach on Relation of Family and Living Arrangements of First Generation of Marriaged Only-child
W3_librarian,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2468061303,,1998,Sociologische Gids,article,False,no_url,,"Sociale herkomst, opvattingen over relaties en gezin en leefvormkeuzes van jongvolwassenen : Resultaten van een panelstudie"
W3_librarian,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2941825002,,2019,LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas),dissertation,True,route_blocked,http://hdl.handle.net/10803/666224,The diversity of union and fertility trajectories in the uk
W3_librarian,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2804736300,,1999,University of New Hampshire Scholars Repository (University of New Hampshire at Manchester),article,False,no_url,,When does gender matter? Explaining the transition to adulthood as a gendered process
W3_librarian,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2214623197,,1990,PubMed,other,False,no_url,,[Determinants of leaving the parental home].
W3_librarian,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2277933580,,1991,PubMed,other,False,no_url,,[The impact of divorced parents on women's demographic behavior].
W3_librarian,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2285485404,,1996,PubMed,other,False,no_url,,[The impact of parental divorce on the relationships of young adults].
W3_librarian,T5_link1,observational,LINK1_ARRANGEMENT_TO_UNION,UNCERTAIN,W2119470718,,1991,PubMed,other,False,no_url,,[[Coresidence with parents and marriage in modern Japan]].
W3_librarian,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2291372229,,2003,,article,False,no_url,,應用「華人家庭動態資料庫」探討台灣地區新家戶形成之研究
W3_librarian,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2134744416,,2007,RePEc: Research Papers in Economics,preprint,False,no_url,,"""Midlife Crises"": Understanding the Changing Nature of Relationships in Middle Age Canadian Families"
W3_librarian,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2219327400,,1988,PubMed,article,False,no_url,,A model study on changes and development of urban family structure in China.
W3_librarian,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W1511295519,,1999,,article,False,no_url,,Age-Uniformity in Life Course Transitions: What Does the 1995 GSS Tell US?
W3_librarian,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2948999932,,2018,한국보건사회연구원 eBooks,book,False,no_url,,Changes in Family Attitudes and Behaviors in East Asia: A Comparative Perspective
W3_librarian,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W1551946969,,2002,RePEc: Research Papers in Economics,preprint,False,no_url,,"Demographic Patterns from the 1960s in France, Italy, Spain and Portugal"
W3_librarian,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W1563226853,,2003,RePEc: Research Papers in Economics,preprint,False,no_url,,"Demographic Patterns in Europe. A review of Austria, Germany, The Netherlands, Estonia, Latvia, and Lithuania"
W3_librarian,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W377232973,,2000,Kluwer Academic Publishers eBooks,book,False,no_url,,Diversity in family formation : the 2nd demographic transition in Belgium and the Netherlands
W3_librarian,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W791998002,,2007,Scholarship@Western (Western University),article,True,route_blocked,https://ir.lib.uwo.ca/cgi/viewcontent.cgi?article=1016&context=pscpapers,Emerging Youth Transition Patterns in Canada: Opportunities and Risks
W3_librarian,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W3158218977,,2018,LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas),book-chapter,True,route_blocked,http://ddd.uab.cat/record/220493,Families in Asia : a cross-national comparison of household-size and co-residence
W3_librarian,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2063837481,,1999,Medical Entomology and Zoology,book,False,no_url,,Fertility and Family Surveys in countries of the ECE region. Standard country report: Spain.
W3_librarian,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W1986821578,,1997,Medical Entomology and Zoology,book,False,no_url,,Fertility and family surveys in countries of the ECE region : standard country report : The Netherlands
W3_librarian,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W1963915627,,1998,United Nations eBooks,book,False,no_url,,Fertility and family surveys in countries of the ECE region. Standard country report: Latvia.
W3_librarian,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2060819383,,1996,Medical Entomology and Zoology,book,False,no_url,,Fertility and family surveys in countries of the ECE region. Standard country report: Norway.
W3_librarian,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W1984348714,,1997,Medical Entomology and Zoology,book,False,no_url,,Fertility and family surveys in countries of the ECE region: standard country report Poland.
W3_librarian,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W4300617429,,1992,PubMed,article,False,no_url,,Fertility in the Netherlands.
W3_librarian,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W4311836751,,2007,DOAJ (DOAJ: Directory of Open Access Journals),article,True,route_blocked,https://doaj.org/article/062c6683a00d47aa8f288b4c58fe4931,Generations and Gender Survey (GGS): Towards a Better Understanding of Relationships and Processes in the Life Course
W3_librarian,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W583092066,,,RePEc: Research Papers in Economics,article,False,no_url,,HETEROGENEITY OF PATHWAYS TO ADULTHOOD IN ITALY
W3_librarian,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W7113720926,,1979,UNM’s Digital Repository (University of New Mexico),article,False,no_url,,"Historical Demography in the Aland Islands, Finland: The Size and Composition of Households and Families in the Parishes of Finstrom and Kokar from 17"
W3_librarian,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W47717626,,1978,PubMed,article,False,no_url,,Household and family in Canada: a general review of recent demographic trends.
W3_librarian,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W1915343530,,2012,한국사회학,article,False,no_url,,"Intergenerational Living Arrangements of Young Married Women in Korea, Japan and China"
W3_librarian,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2168115777,,2003,,article,False,no_url,,Negotiating the Life Course: Changes in individual and family transitions
W3_librarian,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W1898234533,,2015,Scholarship@Western (Western University),conference-paper,True,route_blocked,https://ir.lib.uwo.ca/cgi/viewcontent.cgi?article=1048&context=pclc_conf,Pathways to Adulthood in Uruguay
W3_librarian,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2753294240,,2017,,dissertation,False,no_url,,Produženi život mladih s roditeljima
W3_librarian,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W1883581858,,2000,,article,False,no_url,,Recent trends in fertility and household formation in the industrialized world.
W3_librarian,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W1500840433,,1990,Econstor (Econstor),report,True,route_blocked,http://hdl.handle.net/10419/160538,THE TREND AND THE MODEL SCHEDULE OF LEAVING THE PARENTAL HOME AFTER MARRIAGE IN CHINA
W3_librarian,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W28670017,,2004,ScholarWorks@UMassAmherst (University of Massachusetts Amherst),dissertation,False,no_url,,The launch pad: Middle class families and the transition to college
W3_librarian,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W7133285592,,2026,Digital Repository (National Repository of Grey Literature),dissertation,False,no_url,,The situation of young people in South Korea in the context of changes in the age structure
W3_librarian,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W1518735238,,1998,Scholarship@Western (Western University),article,True,route_blocked,https://ir.lib.uwo.ca/cgi/viewcontent.cgi?article=1120&context=pscpapers,Trends and Variations in the Early Life Courses of Canadian Men
W3_librarian,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2738588363,,2012,Rénkǒu xuékān,article,False,no_url,,"Young Generations, Partnership and Life Stages. Opinions and Attitudes in the Czech Republic"
W3_librarian,T5_link1,descriptive,LINK1_ARRANGEMENT_TO_UNION,UNCERTAIN,W2147827267,,1991,,article,False,no_url,,Young people leaving home
W3_librarian,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2229570387,,1981,PubMed,other,False,no_url,,[A study regarding estimates of the trends in the family life cycle in Korea: 1935-1975 (author's transl)].
W3_librarian,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2205976936,,1994,PubMed,article,False,no_url,,[Changes in the demographic life course].
W3_librarian,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2185169628,,1994,PubMed,other,False,no_url,,[Children become adults].
W3_librarian,T5_link1,descriptive,LINK1_ARRANGEMENT_TO_UNION,UNCERTAIN,W2993165404,,1991,PubMed,article,False,no_url,,[Coresidence with parents and marriage in recent Japan. Comment].
W3_librarian,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2230937163,,1983,PubMed,other,False,no_url,,"[Developments in the number and structure of households, 1970-1980]."
W3_librarian,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,UNCERTAIN,W2310460772,,1996,PubMed,other,False,no_url,,"[Household changes in Japan: major findings of the Third National Survey, 1994]."
W3_librarian,T6_theory_stream,observational,THEORY,UNCERTAIN,W2572989871,,2016,Socio-Environmental Systems Modeling,book,True,route_blocked,https://research.wur.nl/en/publications/diverging-pathways-sibling-differences-in-marriage-timing-in-a-co,"Diverging pathways? Sibling differences in marriage timing in a commercialized rural region of the Netherlands, 1860-1940"
W3_librarian,T6_theory_stream,observational,THEORY,UNCERTAIN,W2097461901,,2010,,article,False,no_url,,Pathways to Reproduction in Pre-transitional Europe: A Sequential Approach
W3_librarian,T6_theory_stream,observational,THEORY,UNCERTAIN,W2899884890,,2020,Lund University Publications (Lund University),report,False,no_url,,Windows of opportunity for status attainment in Southern Europe: family impact and industrialization on the individual career in Catalonia (nineteenth
W3_librarian,T6_theory_stream,descriptive,THEORY,UNCERTAIN,W215359068,,2000,KTH Publication Database DiVA (KTH Royal Institute of Technology),dissertation,True,empty_or_tiny,http://urn.kb.se/resolve?urn=urn:nbn:se:umu:diva-60822,'Att blifva sin egen' : ungdomars väg in i vuxenlivet i 1700- och 1800-talens övre Norrland
W3_librarian,T6_theory_stream,descriptive,THEORY,UNCERTAIN,W7164243343,,2012,Institutional Repositories DataBase (IRDB),article,True,empty_or_tiny,https://stars.repo.nii.ac.jp/record/483/files/%E6%B8%85%E6%B0%B4%E7%94%B1%E6%96%87.pdf,Household Structure of Co. Meath in Ireland at the Early 20th Century
W3_librarian,T6_theory_stream,descriptive,THEORY,UNCERTAIN,W7164248348,,2012,Institutional Repositories DataBase (IRDB),article,True,empty_or_tiny,https://stars.repo.nii.ac.jp/records/472,Population and Family Structures of the City of Dublin in the Early 20th Century
W3_librarian,T6_theory_stream,descriptive,THEORY,UNCERTAIN,W1503750539,,2015,Institutional Repositories DataBase (IRDB),article,True,empty_or_tiny,https://stars.repo.nii.ac.jp/records/447,The Structure of Irish Households of Early 20th Century: Comparing Results for Co. Clare and Co. Meath
W3_librarian,T6_theory_stream,descriptive,THEORY,UNCERTAIN,W1547117390,,2009,RePEc: Research Papers in Economics,preprint,False,no_url,,Understanding Chinese Families: A Comparative Study of Taiwan and Southeast China
W3_librarian,T6_theory_stream,descriptive,THEORY,UNCERTAIN,W2285449440,,1996,PubMed,article,False,no_url,,"[Infant and child mortality, marital fertility, and family economy among peasants in Navarre (1860-1930)]."
W3_librarian,T6_theory_stream,theory,THEORY,UNCERTAIN,W2280651352,,1991,PubMed,article,False,no_url,,"A Chinese female postnuptial leaving home model--a procedure for analyzing main parameters alpha and beta in the setting up, testing and estimation of"
W3_librarian,T6_theory_stream,theory,THEORY,UNCERTAIN,W2262465129,,1989,PubMed,article,False,no_url,,Effects of changing demographic factors upon women's family status in China: a model of a family status life table and its application.
W3_librarian,T6_theory_stream,theory,THEORY,UNCERTAIN,W2274237292,,1979,PubMed,article,False,no_url,,Family type and fertility: a review of literature.
W3_librarian,T6_theory_stream,theory,THEORY,UNCERTAIN,W3125976104,,2008,RePEc: Research Papers in Economics,preprint,False,no_url,,Household Formation and Marriage Markets in Rural Areas
