stratum,priority,read_level,work_id,doi,year,venue,screen_verdict,screen_cell,outcome_level,setting_era,structural_change_held_fixed,evidence_type,screen_reason,ra_verdict,ra_cell,ra_outcome_level,ra_route_to,agree_or_overturn,mechanism_decomposed,ra_reason,send_to_fulltext,ra_initials,ra_date,title
D_WALL_OFF_POSTMATERIALIST_D1a,3,abstract,W22374619,10.4324/9780203448953,2005,,NOT_RELEVANT,OFF_POSTMATERIALIST_D1a,NA,SDT,unclear,theory,"Conceptual work on internal norm and value change in an already-modernized society, with no external family model as exposure.",,,,,,,,,,,Reshaping Social Life
D_WALL_OFF_POSTMATERIALIST_D1a,3,abstract,W2207504171,,2013,,NOT_RELEVANT,OFF_POSTMATERIALIST_D1a,NA,SDT,unclear,observational,"Second-demographic-transition value change with self-expression content internal to an affluent society, not an imported family model.",,,,,,,,,,,The Second Demographic Transition theory in practice: The case of Israel
D_WALL_OFF_POSTMATERIALIST_D1a,3,abstract,W3006770989,10.1111/padr.12311,2020,Population and Development Review,NOT_RELEVANT,OFF_POSTMATERIALIST_D1a,NA,SDT,no,observational,"Individualism-and-solo-living framing with development-index correlations; self-oriented internal value change, not an imported family model.",,,,,,,,,,,Living Alone over the Life Course: Cross‐National Variations on an Emerging Issue
D_WALL_OFF_POSTMATERIALIST_D1a,3,abstract,W3214918700,10.1080/13229400.2021.2004912,2021,Journal of Family Studies,NOT_RELEVANT,OFF_POSTMATERIALIST_D1a,NA,NA,unclear,observational,"Internal, self-oriented value change in an already low-fertility society with no external reference model (Wall 2).",,,,,,,,,,,Singlehood and childlessness: an age-period-cohort analysis of changing attitudes toward family in Taiwan (2005-2020)
D_WALL_OFF_POSTMATERIALIST_D1a,3,abstract,W2014728366,10.1177/0027950105061496,2005,National Institute Economic Review,NOT_RELEVANT,OFF_POSTMATERIALIST_D1a,NA,SDT,unclear,review,Internal value change in already-modernized European societies with no external reference model (Wall 2).,,,,,,,,,,,Europe and its Fertility: From Low to Lowest Low
D_WALL_OFF_POSTMATERIALIST_D1a,3,abstract,W2025547733,10.1111/j.1728-4457.2009.00284.x,2009,Population and Development Review,NOT_RELEVANT,OFF_POSTMATERIALIST_D1a,NA,SDT,no,observational,"SDT value/behaviour position used to predict voting in the US; internal value change with a political outcome, routing to D.1.a.",,,,,,,,,,,US Presidential Elections and the Spatial Pattern of the American Second Demographic Transition
D_WALL_OFF_POSTMATERIALIST_D1a,3,abstract,W2046874527,10.1111/j.1741-3737.2001.01009.x,2001,Journal of Marriage and the Family,NOT_RELEVANT,OFF_POSTMATERIALIST_D1a,NA,SDT,no,observational,"Descriptive trends in internally generated autonomy and tolerance values in an already-modernized society, with no fertility estimand (Wall 2).",,,,,,,,,,,Four Decades of Trends in Attitudes Toward Family Issues in the United States: The 1960s Through the 1990s
D_WALL_OFF_POSTMATERIALIST_D1a,3,abstract,W2795223172,10.2174/1874922401810010001,2018,The Open Family Studies Journal,NOT_RELEVANT,OFF_POSTMATERIALIST_D1a,NA,NA,no,observational,"Trends interpreted through individualism, autonomy and secularism — self-oriented internal value change with no identified external family model or estimated exposure.",,,,,,,,,,,Recent Trends of Marriage in Iran
D_WALL_OFF_POSTMATERIALIST_D1a,3,abstract,W2021449609,10.5153/sro.445,2000,Sociological Research Online,NOT_RELEVANT,OFF_POSTMATERIALIST_D1a,NA,SDT,unclear,theory,"Conceptual engagement with the individualization thesis in an already-modernized society; internal value change, no external modern-family model.",,,,,,,,,,,‘Reproductive Regimes: Changing Relations of Inter-dependence and Fertility Change’
D_WALL_OFF_POSTMATERIALIST_D1a,3,abstract,W4300486138,10.7249/n2528,1986,RAND Corporation eBooks,NOT_RELEVANT,OFF_POSTMATERIALIST_D1a,NA,SDT,unclear,observational,"Endogenous individualism and erosion of traditional family orientation in an already-modernized society; self-oriented content, no external reference model.",,,,,,,,,,,Nonfamily Living and the Erosion of Traditional Family Orientations Among Young Adults
D_WALL_OFF_DIFFUSION_CHANNEL_A20,3,abstract,W2242805062,,2010,idUS (Universidad de Sevilla),NOT_RELEVANT,OFF_DIFFUSION_CHANNEL_A20,NA,SDT,no,other,Content analysis of how serials depict local demographic behaviour; no external family model and no fertility outcome estimated.,,,,,,,,,,,Representación social y cultural en las telenovelas catalanas
D_WALL_OFF_DIFFUSION_CHANNEL_A20,3,abstract,W2185140513,,2011,,NOT_RELEVANT,OFF_DIFFUSION_CHANNEL_A20,REALIZED_FERTILITY,DIFFUSED_FDT,unclear,observational,"Estimand is neighbour attitudinal influence on parity progression; the attitudes measured are family-size preferences, not beliefs about an external modern family model.",,,,,,,,,,,The Influence of Individual and Neighbor Attitudes on Progression to Higher Parity Birth
D_WALL_OFF_DIFFUSION_CHANNEL_A20,3,abstract,W2073112486,10.1093/0199244596.001.0001,2001,,NOT_RELEVANT,OFF_DIFFUSION_CHANNEL_A20,NA,NA,unclear,theory,Formal integration of social-interaction structure into fertility models; the estimand is the geometry of spread with content unspecified (Wall 3).,,,,,,,,,,,Fertility and Social Interaction
D_WALL_OFF_DIFFUSION_CHANNEL_A20,3,abstract,W3013645944,10.1080/00220388.2021.1965127,2021,The Journal of Development Studies,NOT_RELEVANT,OFF_DIFFUSION_CHANNEL_A20,NA,NA,no,quasi-experimental,"Internet access enters as a channel with content unspecified and the effect is attributed to job search and employment, with the social-norms channel explicitly not carrying the result (Wall 3).",,,,,,,,,,,Does the Internet Reduce Gender Gaps? The Case of Jordan
D_WALL_OFF_DIFFUSION_CHANNEL_A20,3,abstract,W2559790144,,2014,RePEc: Research Papers in Economics,NOT_RELEVANT,OFF_DIFFUSION_CHANNEL_A20,NA,NA,no,observational,"Determinants of media access as such, with no fertility outcome and no depicted family model.",,,,,,,,,,,Factors Affecting Choice of Cable Services in Small Towns of India - Is it Affordability or something deeper
D_WALL_OFF_DIFFUSION_CHANNEL_A20,3,abstract,W1965972316,10.2307/2137804,1996,Population and Development Review,NOT_RELEVANT,OFF_DIFFUSION_CHANNEL_A20,NA,DIFFUSED_FDT,no,observational,"Development-index-to-TFR correlation plus spatial spread geometry with unspecified content; social interaction is proposed, not measured.",,,,,,,,,,,Social Interactions and Contemporary Fertility Transitions
D_WALL_OFF_DIFFUSION_CHANNEL_A20,3,abstract,W3197462711,10.3917/eg.493.0213,2021,L’Espace géographique,NOT_RELEVANT,OFF_DIFFUSION_CHANNEL_A20,NA,SDT,no,observational,"Estimand is the geometry of spatial spread of non-marital births in France, with diffused content unspecified.",,,,,,,,,,,Géographie d’un changement social. La diffusion spatiale des naissances hors mariage en France depuis un demi-siècle
D_WALL_OFF_DIFFUSION_CHANNEL_A20,3,abstract,W3011863518,10.1073/pnas.1909857117,2020,Proceedings of the National Academy of Sciences,NOT_RELEVANT,OFF_DIFFUSION_CHANNEL_A20,NA,NA,no,theory,"Argues fertility preferences are socially transmitted but leaves the content of what spreads unspecified; this is diffusion geometry, not an external modern-family model.",,,,,,,,,,,Social dimensions of fertility behavior and consumption patterns in the Anthropocene
D_WALL_OFF_DIFFUSION_CHANNEL_A20,3,abstract,W3036455314,10.1093/jeea/jvad025,2023,Journal of the European Economic Association,NOT_RELEVANT,OFF_DIFFUSION_CHANNEL_A20,NA,NA,unclear,quasi-experimental,"Peer spillover geometry and social multipliers; content of what spreads is unspecified, not an external modern-family model.",,,,,,,,,,,Spillovers in Childbearing Decisions and Fertility Transitions: Evidence from China
D_WALL_OFF_DIFFUSION_CHANNEL_A20,3,abstract,W7129290255,10.1111/tesg.70068,2026,Tijdschrift voor Economische en Sociale Geografie,NOT_RELEVANT,OFF_DIFFUSION_CHANNEL_A20,NA,SDT,no,observational,Estimand is the geometry of spatial spread with diffusing content unspecified (Wall 3).,,,,,,,,,,,Do Family Changes Constitute a Comprehensive Demographic Shift? A Comparison of the Spatial Dynamics of Five Family Changes in Switzerland (1969–2023)
D_WALL_OFF_DIFFUSION_CHANNEL_A20,3,abstract,W1993877207,10.1177/000312240406900605,2004,American Sociological Review,NOT_RELEVANT,OFF_DIFFUSION_CHANNEL_A20,NA,SDT,no,observational,Interpersonal network exposure by relationship type — diffusion geometry with no identified external Western model as content.,,,,,,,,,,,Social Networks and Family Change in Japan
D_WALL_OFF_DIFFUSION_CHANNEL_A20,3,abstract,W4364361098,10.48047/jcr.06.01.45,2023,Journal of Critical Reviews,NOT_RELEVANT,OFF_DIFFUSION_CHANNEL_A20,NA,NA,unclear,review,Media reach as such with unspecified family content and no fertility estimand; family planning appears only as one information topic.,,,,,,,,,,,“Role of Mass Media in Rural Development”: An Empirical Study in India Context
D_WALL_OFF_FERTILITY_CONTROL_A3,3,abstract,W2092921758,10.2307/1966698,1987,Studies in Family Planning,NOT_RELEVANT,OFF_FERTILITY_CONTROL_A3,NA,NA,unclear,review,Essay on research contributions to family planning programme design; the operative object is contraceptive service delivery.,,,,,,,,,,,The Contribution of Social Science Research to Population Policy and Family Planning Program Effectiveness
D_WALL_OFF_FERTILITY_CONTROL_A3,3,abstract,W2143870409,10.1007/s10834-011-9248-1,2011,Journal of Family and Economic Issues,NOT_RELEVANT,OFF_FERTILITY_CONTROL_A3,NA,NA,unclear,quasi-experimental,"What diffuses is contraceptive knowledge under a family-planning programme, not a depicted family model (Wall 3).",,,,,,,,,,,The Effect of Contraceptive Knowledge on Fertility: The Roles of Mass Media and Social Networks
D_WALL_OFF_FERTILITY_CONTROL_A3,3,abstract,W2076265344,10.1126/science.8303293,1994,Science,NOT_RELEVANT,OFF_FERTILITY_CONTROL_A3,NA,DIFFUSED_FDT,unclear,review,"policy review centred on contraceptive service provision and demand-reduction policy, not an imported family model",,,,,,,,,,,Population Policy Options in the Developing World
D_WALL_OFF_FERTILITY_CONTROL_A3,3,abstract,W2327289303,10.2307/1966609,1987,Studies in Family Planning,NOT_RELEVANT,OFF_FERTILITY_CONTROL_A3,NA,DIFFUSED_FDT,no,review,Programme management review whose diffusing content is contraceptive service delivery.,,,,,,,,,,,Organizing for Effective Family Planning Programs
D_WALL_OFF_FERTILITY_CONTROL_A3,3,abstract,W2153021757,10.11564/10-1-402,2013,African Population Studies,NOT_RELEVANT,OFF_FERTILITY_CONTROL_A3,NA,DIFFUSED_FDT,no,observational,Outcome is contraceptive uptake and the decomposition concerns fertility control; Wall 3 routes to A.3.,,,,,,,,,,,Explaining Contraceptive Use Differences: Do Men Play a Role?
D_WALL_OFF_FERTILITY_CONTROL_A3,3,abstract,W2403791704,10.1515/zfsoz-2004-0101,2004,Zeitschrift für Soziologie,NOT_RELEVANT,OFF_FERTILITY_CONTROL_A3,NA,DIFFUSED_FDT,no,observational,"Network diffusion whose content is contraceptive method adoption, not a depicted modern family model (Wall 3)",,,,,,,,,,,Der Einfluss starker Beziehungen auf die Nutzung moderner Kontrazeptiva in Kenia / The Influence of Strong Ties on the Use of Modern Contraceptives in Kenya
D_WALL_OFF_FERTILITY_CONTROL_A3,3,abstract,W1981479370,10.2307/2991943,1999,International Family Planning Perspectives,NOT_RELEVANT,OFF_FERTILITY_CONTROL_A3,NA,NA,no,observational,"Media content is contraceptive knowledge and legitimation rather than depiction of a modern family model, which Wall 3 routes to A.3.",,,,,,,,,,,The Impact of Multimedia Family Planning Promotion on the Contraceptive Behavior of Women in Tanzania
D_WALL_OFF_FERTILITY_CONTROL_A3,3,abstract,W2004581514,10.2307/1973678,1992,Population and Development Review,NOT_RELEVANT,OFF_FERTILITY_CONTROL_A3,NA,DIFFUSED_FDT,no,observational,"Attributes the Nigerian decline to method availability and legitimation of family planning, which is what diffuses (Wall 3).",,,,,,,,,,,Fertility Decline in Africa: A New Type of Transition?
D_WALL_OFF_FERTILITY_CONTROL_A3,3,abstract,W2521325330,10.7163/sow.38.7,2015,Studia Obszarów Wiejskich,NOT_RELEVANT,OFF_FERTILITY_CONTROL_A3,NA,DIFFUSED_FDT,no,other,Narrative account of Iran's family planning program; the operative exposure is contraceptive provision and legitimation.,,,,,,,,,,,"Why has Iran’s family planning policy been so successful? Political, demographic, socio-economic, and cultural-geographical underpinnings of a dramatic fertilit"
D_WALL_OFF_FERTILITY_CONTROL_A3,3,abstract,W2008970034,10.1353/dem.2007.0041,2007,Demography,NOT_RELEVANT,OFF_FERTILITY_CONTROL_A3,NA,DIFFUSED_FDT,no,observational,"Treatment is service availability and contraceptive access, not exposure to a modern family model.",,,,,,,,,,,The Spread of Health Services and Fertility Transition
D_WALL_OFF_FERTILITY_CONTROL_A3,3,abstract,W2051645613,10.1002/hec.1613,2010,Health Economics,NOT_RELEVANT,OFF_FERTILITY_CONTROL_A3,NA,DIFFUSED_FDT,unclear,quasi-experimental,"treatment delivers contraceptive services and availability, not an external family model",,,,,,,,,,,Family planning and fertility decline in rural Iran: the impact of rural health clinics
D_WALL_OFF_FERTILITY_CONTROL_A3,3,abstract,W4391280853,10.1111/ruso.12520,2024,Rural Sociology,NOT_RELEVANT,OFF_FERTILITY_CONTROL_A3,NA,DIFFUSED_FDT,no,observational,"Estimand is physical access to contraception, which Wall 3 assigns to A.3.",,,,,,,,,,,"Rural Residence, Motorcycle Access, and Contraception Use in South and Southeast Asia <sup>☆</sup>"
D_WALL_OFF_FEMALE_AUTONOMY_D2a,3,abstract,W4404078942,10.1080/00220388.2024.2376401,2024,The Journal of Development Studies,NOT_RELEVANT,OFF_FEMALE_AUTONOMY_D2a,NA,NA,unclear,observational,"Operative variable is women's own attitudes and bargaining ability, with no fertility or family-formation outcome (Wall 4).",,,,,,,,,,,Do Gender Norms Relax with Displacement?
D_WALL_OFF_FEMALE_AUTONOMY_D2a,3,abstract,W2017774982,10.1080/10669920500057005,2005,Critique Critical Middle Eastern Studies,NOT_RELEVANT,OFF_FEMALE_AUTONOMY_D2a,NA,DIFFUSED_FDT,unclear,other,"Account of changing status and expectations of Iranian women; operative variable is women's own position, with no fertility estimand visible.",,,,,,,,,,,Iranian Women: Rising Expectations
D_WALL_OFF_FEMALE_AUTONOMY_D2a,3,abstract,W2761237143,10.1057/s41287-017-0119-y,2018,European Journal of Development Research,NOT_RELEVANT,OFF_FEMALE_AUTONOMY_D2a,NA,NA,unclear,observational,Operative variable is women's own empowerment from labour market access; no fertility outcome.,,,,,,,,,,,The Contested Relationship Between Paid Work and Women’s Empowerment: Empirical Analysis from Bangladesh
D_WALL_OFF_FEMALE_AUTONOMY_D2a,3,abstract,W2088392310,10.2307/1973025,1987,Population and Development Review,NOT_RELEVANT,OFF_FEMALE_AUTONOMY_D2a,NA,DIFFUSED_FDT,unclear,review,"Operative variable is women's position and bargaining relative to men, not a shared belief about a modern family model.",,,,,,,,,,,Differences between Women's and Men's Reproductive Goals in Developing Countries
D_WALL_OFF_FEMALE_AUTONOMY_D2a,3,abstract,W2034429583,10.30541/v34i4iiipp.1137-1150,1995,The Pakistan Development Review,NOT_RELEVANT,OFF_FEMALE_AUTONOMY_D2a,NA,NA,no,observational,"Operative variable is women's own decision-making power against patriarchal resistance, Wall 4 routing to D.2.a despite the Caldwell citation.",,,,,,,,,,,Women's Empowerment and Reproductive Choices
D_WALL_OFF_FEMALE_AUTONOMY_D2a,3,abstract,W2604662564,10.1093/wber/lhx004,2017,The World Bank Economic Review,NOT_RELEVANT,OFF_FEMALE_AUTONOMY_D2a,NA,NA,unclear,quasi-experimental,Operative variable is a woman's own economic empowerment and bargaining position within the household (Wall 4).,,,,,,,,,,,"Gender-Neutral Inheritance Laws, Family Structure, and Women’s Status in India"
D_WALL_OFF_FEMALE_AUTONOMY_D2a,3,abstract,W4246464698,10.1257/rct.4024-1.1,2019,AEA Randomized Controlled Trials,NOT_RELEVANT,OFF_FEMALE_AUTONOMY_D2a,NA,NA,no,quasi-experimental,"Trial targeting girls' empowerment and unequal gender norms; the operative variable is girls' own autonomy, and the outcome is not fertility.",,,,,,,,,,,Gender Transformative Programming to Improve Capabilities of Young Adolescents in Ethiopia: A Cluster Randomized Control Trial
D_WALL_OFF_FEMALE_AUTONOMY_D2a,3,abstract,W3023519667,10.5547/01956574.43.2.ased,2021,The Energy Journal,NOT_RELEVANT,OFF_FEMALE_AUTONOMY_D2a,NA,NA,unclear,observational,"Women's own autonomy and labour-market outcomes are the operative variable, with no fertility outcome and no external family-model exposure.",,,,,,,,,,,Electrification and Socio-Economic Empowerment of Women in India
D_WALL_OFF_FEMALE_AUTONOMY_D2a,3,abstract,W4367031386,10.1257/rct.4024-2.0,2019,AEA Randomized Controlled Trials,NOT_RELEVANT,OFF_FEMALE_AUTONOMY_D2a,NA,DIFFUSED_FDT,unclear,quasi-experimental,"Trial protocol targeting girls' own empowerment and gender norms, with no fertility or family-formation outcome specified.",,,,,,,,,,,Gender Transformative Programming to Improve Capabilities of Young Adolescents in Ethiopia: A Cluster Randomized Control Trial
D_WALL_OFF_FEMALE_AUTONOMY_D2a,3,abstract,W2079040078,10.1111/j.1728-4465.2007.00114.x,2007,Studies in Family Planning,NOT_RELEVANT,OFF_FEMALE_AUTONOMY_D2a,NA,NA,unclear,observational,"Operative variable is a woman's own autonomy (Wall 4), and the outcome is service use rather than fertility.",,,,,,,,,,,Couples' Reports of Women's Autonomy and Health‐care Use in Nepal
D_WALL_OFF_FEMALE_AUTONOMY_D2a,3,abstract,W2477698826,10.1596/9780821398623_ch02,2013,,NOT_RELEVANT,OFF_FEMALE_AUTONOMY_D2a,NA,NA,unclear,other,Qualitative account of shifting gender norms and women's agency with no fertility or family-formation outcome.,,,,,,,,,,,Negotiating the Norms That Bind: A Winding Road
D_WALL_OFF_FEMALE_AUTONOMY_D2a,3,abstract,W4311843900,10.1111/ecca.12455,2022,Economica,NOT_RELEVANT,OFF_FEMALE_AUTONOMY_D2a,NA,NA,unclear,structural,"Estimand is women's bargaining and decision power, with no fertility outcome.",,,,,,,,,,,"Female labour, status and decision power"
D_WALL_OFF_SCHOOLING_ECONOMIC,3,abstract,W4387422469,10.2478/ceej-2023-0015,2023,Central European Economic Journal,NOT_RELEVANT,OFF_SCHOOLING_ECONOMIC,NA,SDT,no,observational,"Cross-national FLFP–fertility association in OECD countries; the operative variable is women's labour supply, not a belief or contact measure",,,,,,,,,,,The Relationship between Fertility and Female Participation in the Labour Force in OECD Countries 2000–2020: It Is (Again) Negative
D_WALL_OFF_SCHOOLING_ECONOMIC,3,abstract,W3045941855,10.1257/pol.20180039,2020,American Economic Journal Economic Policy,NOT_RELEVANT,OFF_SCHOOLING_ECONOMIC,NA,SDT,no,quasi-experimental,"Price-of-time policy shifting mothers' labour supply; routes to the female-wage sibling (Wall 4/5), and the outcome is not fertility.",,,,,,,,,,,The Rise of Working Mothers and the 1975 Earned Income Tax Credit
D_WALL_OFF_SCHOOLING_ECONOMIC,3,abstract,W1900524023,,2015,Digital Access to Scholarship at Harvard (DASH) (Harvard University),NOT_RELEVANT,OFF_SCHOOLING_ECONOMIC,NA,NA,no,quasi-experimental,"Returns-to-schooling and wage-driven human-capital demand in India; outcome is enrollment, not fertility.",,,,,,,,,,,On the Demand for Education in India
D_WALL_OFF_SCHOOLING_ECONOMIC,3,abstract,W2160367219,10.1093/restud/rdv026,2015,The Review of Economic Studies,NOT_RELEVANT,OFF_SCHOOLING_ECONOMIC,NA,DIFFUSED_FDT,no,structural,"Quantity-quality model with the mechanism identified as returns to child investment, routing to the economic schooling channel.",,,,,,,,,,,"Differential Fertility, Human Capital, and Development"
D_WALL_OFF_SCHOOLING_ECONOMIC,3,abstract,W2071750335,10.1080/17441730.2014.943941,2014,Asian Population Studies,NOT_RELEVANT,OFF_SCHOOLING_ECONOMIC,NA,NA,no,observational,"Operative variable is the price of women's time in the labour market, which Wall 4 routes to the female-wage/opportunity-cost chapter.",,,,,,,,,,,Female Labour Force Participation and Fertility in South Korea
D_WALL_OFF_SCHOOLING_ECONOMIC,3,abstract,W2112224887,,2014,Digital Access to Scholarship at Harvard (DASH) (Harvard University),NOT_RELEVANT,OFF_SCHOOLING_ECONOMIC,NA,DIFFUSED_FDT,no,observational,"Female employment opportunity — the price of women's time — as the operative variable, Wall 4/5 routes to C.2.e.",,,,,,,,,,,"Essays on Gender, Intra-Household Allocation and Development"
D_WALL_OFF_SCHOOLING_ECONOMIC,3,abstract,W2116356733,10.1093/qje/qjs002,2012,The Quarterly Journal of Economics,NOT_RELEVANT,OFF_SCHOOLING_ECONOMIC,NA,NA,no,quasi-experimental,"Treatment is an exogenous rise in women's labour-market opportunity, i.e. the price of her time (Wall 4).",,,,,,,,,,,Do Labor Market Opportunities Affect Young Women's Work and Family Decisions? Experimental Evidence from India *
D_WALL_OFF_SCHOOLING_ECONOMIC,3,abstract,W2019394855,10.1002/ajhb.10043,2002,American Journal of Human Biology,NOT_RELEVANT,OFF_SCHOOLING_ECONOMIC,NA,SDT,no,structural,"Life-history model of schooling and work as opportunity cost of early births; mechanism is identified as SES return, Wall 5 routes to C.3.b/C.2.e.",,,,,,,,,,,An evolutionary ecological perspective on demographic transitions: Modeling multiple currencies
D_WALL_OFF_SCHOOLING_ECONOMIC,3,abstract,W2019706326,10.2307/3088937,2002,American Sociological Review,NOT_RELEVANT,OFF_SCHOOLING_ECONOMIC,NA,SDT,no,observational,"economic prospects and the price of women's time as determinants of marriage, an identified economic mechanism (Wall 4/5)",,,,,,,,,,,Two Decades of Family Change: The Shifting Economic Foundations of Marriage
D_WALL_OFF_SCHOOLING_ECONOMIC,3,abstract,W2124118421,10.1146/annurev.soc.23.1.431,1997,Annual Review of Sociology,NOT_RELEVANT,OFF_SCHOOLING_ECONOMIC,NA,NA,unclear,review,"Tests the female economic-independence hypothesis; the operative variable is the price of women's time, not a shared belief about modern family form",,,,,,,,,,,Women's Employment and the Gain to Marriage: The Specialization and Trading Model
D_WALL_OFF_CULTURAL_EVOLUTION_D1c,3,abstract,W2327091734,10.1098/rstb.2015.0154,2016,Philosophical Transactions of the Royal Society B Biological Sciences,NOT_RELEVANT,OFF_CULTURAL_EVOLUTION_D1c,NA,NA,no,structural,"formal evolutionary model of socially transmitted reproductive choice, not contact with or belief about an external modern society",,,,,,,,,,,Evaluating reproductive decisions as discrete choices under social influence
D_WALL_OFF_CULTURAL_EVOLUTION_D1c,3,abstract,W2194392113,10.1016/j.tpb.2023.06.001,2023,Theoretical Population Biology,NOT_RELEVANT,OFF_CULTURAL_EVOLUTION_D1c,NA,NA,unclear,theory,"Formal cultural-transmission model of contraceptive acceptance, not contact with or belief about an external modern society.",,,,,,,,,,,Cultural niche construction with application to fertility control: A model for education and social transmission of contraceptive use
D_WALL_OFF_CULTURAL_EVOLUTION_D1c,3,abstract,W3049211323,10.3386/w27706,2020,National Bureau of Economic Research,NOT_RELEVANT,OFF_CULTURAL_EVOLUTION_D1c,NA,NA,unclear,review,Cultural-evolution framework applied to history; Wall 6 routes formal transmission theory to D.1.c.,,,,,,,,,,,History as Evolution
D_WALL_OFF_CULTURAL_EVOLUTION_D1c,3,abstract,W4405605068,10.1093/oso/9780198908203.001.0001,2024,,NOT_RELEVANT,OFF_CULTURAL_EVOLUTION_D1c,NA,NA,unclear,review,"Textbook survey of sociobiology, behavioural ecology, and cultural evolution schools; routes to D.1.c, no fertility estimand or external-model exposure.",,,,,,,,,,,Sense and Nonsense
D_WALL_OFF_CULTURAL_EVOLUTION_D1c,3,abstract,W2102990861,10.4054/demres.2014.30.37,2014,Demographic Research,NOT_RELEVANT,OFF_CULTURAL_EVOLUTION_D1c,NA,NA,unclear,theory,"Theoretical foundations from evolutionary demography and anthropology; belongs to the cultural-evolution stream, not imported-family-model exposure.",,,,,,,,,,,When not to have another baby: An evolutionary approach to low fertility
D_WALL_OFF_CULTURAL_EVOLUTION_D1c,3,abstract,W1811781384,10.2307/1367778,1986,Ornithological Applications,NOT_RELEVANT,OFF_CULTURAL_EVOLUTION_D1c,NA,NA,no,theory,"Cultural-evolutionary transmission theory, Wall 6 routing; no fertility estimand and no external-modern-society exposure variable.",,,,,,,,,,,Culture and the Evolutionary Process
D_WALL_OFF_CULTURAL_EVOLUTION_D1c,3,abstract,W2307280253,10.1098/rstb.2015.0157,2016,Philosophical Transactions of the Royal Society B Biological Sciences,NOT_RELEVANT,OFF_CULTURAL_EVOLUTION_D1c,NA,SDT,unclear,review,Evolutionary-demographic critique of transition irreversibility; no developmental-idealism exposure.,,,,,,,,,,,What if fertility decline is not permanent? The need for an evolutionarily informed approach to understanding low fertility
D_WALL_OFF_CULTURAL_EVOLUTION_D1c,3,abstract,W3209754588,10.1093/oxfordhb/9780190674687.013.25,2021,Oxford University Press eBooks,NOT_RELEVANT,OFF_CULTURAL_EVOLUTION_D1c,NA,NA,unclear,theory,Evolutionary/dual-inheritance framing of parenting and technology; no exposure to an external modern-family model.,,,,,,,,,,,The Cradle of Humankind
D_WALL_OFF_CULTURAL_EVOLUTION_D1c,3,abstract,W2785772421,10.1098/rstb.2017.0060,2018,Philosophical Transactions of the Royal Society B Biological Sciences,NOT_RELEVANT,OFF_CULTURAL_EVOLUTION_D1c,NA,NA,unclear,observational,"Tests cultural-evolution and behavioural-ecology transmission models of reproductive timing, not exposure to an external modern family model.",,,,,,,,,,,Evolutionary demography of age at last birth: integrating approaches from human behavioural ecology and cultural evolution
D_WALL_OFF_CULTURAL_EVOLUTION_D1c,3,abstract,W1997478529,10.1207/s15327957pspr0904_5,2005,Personality and Social Psychology Review,NOT_RELEVANT,OFF_CULTURAL_EVOLUTION_D1c,NA,NA,no,theory,Formal cultural-evolution model of norm transmission through network composition rather than exposure to an external modern family model (Wall 6).,,,,,,,,,,,Why Are Modern Families Small? Toward an Evolutionary and Cultural Explanation for the Demographic Transition
D_WALL_OFF_CULTURAL_EVOLUTION_D1c,3,abstract,W4256093703,10.31235/osf.io/k23md,2019,,NOT_RELEVANT,OFF_CULTURAL_EVOLUTION_D1c,NA,NA,no,review,"Frames the media-fertility example inside human behavioural ecology and dual-inheritance transmission theory, which is Wall 6's cultural-evolution route.",,,,,,,,,,,The Cradle of Humankind: Evolutionary Approaches to Technology and Parenting
D_WALL_OFF_CULTURAL_EVOLUTION_D1c,3,abstract,W4405605226,10.1093/oso/9780198908203.003.0008,2024,,NOT_RELEVANT,OFF_CULTURAL_EVOLUTION_D1c,NA,NA,unclear,review,Synthesis of evolutionary sub-fields and social learning; no fertility estimand and no external-model exposure.,,,,,,,,,,,Comparing and integrating approaches
