id,tier,design,route,title,doi,rung,outcome,note,url
W3125775317,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Union formation and fertility in Bulgaria and Russia: a life table des,10.4054/mpidr-wp-2007-005,0_deterministic,pdf,pdf:200,https://www.demogr.mpg.de/papers/working/wp-2007-005.pdf
W1525519266,T5_link1,cannot_tell,LINK1_DRIVER_TO_ARRANGEMENT,"Heterogeneity in the Transition to Adulthood: The Cases of Australia, ",10.1007/s10680-007-9136-4,none,no_url,no_candidate_url,
W2303649240,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Changing Transition to Adulthood in Urban Burkina Faso,10.3138/jcfs.38.2.265,none,no_url,no_candidate_url,
W4311836751,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Generations and Gender Survey (GGS): Towards a Better Understanding of,,none,route_blocked,route_blocked:403:words=3:sections=0,
W1620194732,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,La transizione allo stato adulto (TSA) di due coorti di giovani italia,10.1400/94181,none,no_url,no_candidate_url,
W791998002,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Emerging Youth Transition Patterns in Canada: Opportunities and Risks,,none,route_blocked,route_blocked:200:words=411:sections=1,
W2134744416,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,"""Midlife Crises"": Understanding the Changing Nature of Relationships i",,none,no_url,no_candidate_url,
W2169411513,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Less help for mother: The decline in coresidential female support for ,10.1353/dem.2006.0038,none,no_url,no_candidate_url,
W4249855535,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,"Trends in different family structures, by type of household and stage ",10.18356/039c540a-en,none,no_url,no_candidate_url,
W2499169646,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,The Transition to Adulthood During the Twentieth Century,10.7208/chicago/9780226748924.003.0002,none,no_url,no_candidate_url,
W4298078678,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Comparison of living arrangements,10.51952/9781847421319.ch004,none,no_url,no_candidate_url,
W1963934758,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,Secondary Schooling and Rural Youth Transitions in Lesotho and Zimbabw,10.1177/0044118x04268376,1_best_oa,pdf,pdf:200,http://bura.brunel.ac.uk/bitstream/2438/587/3/youth%2band%2bsociety%2b-%2bSecondary%2bschooling%2band%2brural%2byouth%2btransitions.pdf
W581046434,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,Work and Family Life Trajectories of Young Canadians: Evidence from th,,1_best_oa,pdf,pdf:200,https://uwo.scholaris.ca/bitstreams/c03253e8-4682-43a5-8f81-9c6b55eb0027/download
W28670017,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,The launch pad: Middle class families and the transition to college,,none,no_url,no_candidate_url,
W2168115777,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Negotiating the Life Course: Changes in individual and family transiti,,none,no_url,no_candidate_url,
W2291372229,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,應用「華人家庭動態資料庫」探討台灣地區新家戶形成之研究,,none,no_url,no_candidate_url,
W1563226853,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,"Demographic Patterns in Europe. A review of Austria, Germany, The Neth",,none,no_url,no_candidate_url,
W3119626742,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Household Composition in Shitayama–cho,10.4324/9780203214138-15,none,no_url,no_candidate_url,
W2181210956,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,The early life courses of Canadian men: analysis of timing and sequenc,10.25336/p68c89,1_best_oa,pdf,pdf:200,https://journals.library.ualberta.ca/csp/index.php/csp/article/download/15897/12702
W1551946969,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,"Demographic Patterns from the 1960s in France, Italy, Spain and Portug",,none,no_url,no_candidate_url,
W2040954003,T5_link1,descriptive,LINK1_ARRANGEMENT_TO_UNION,Leaving Home in Europe: The Experience of Cohorts Born Around 1960,10.1002/ijpg.231,none,no_url,no_candidate_url,
W1516710481,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Convergence towards diversity? Cohort dynamics in the transition to ad,10.4054/mpidr-wp-2001-039,0_deterministic,pdf,pdf:200,https://www.demogr.mpg.de/papers/working/wp-2001-039.pdf
W2189947940,T5_link1,cannot_tell,LINK1_DRIVER_TO_ARRANGEMENT,Transition to Adulthood in Britain,10.1007/978-94-015-9717-3_4,none,no_url,no_candidate_url,
W1883581858,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Recent trends in fertility and household formation in the industrializ,,none,no_url,no_candidate_url,
W563327353,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,Second-Generation Parenthood: A Panel Study of Grandmother and Grandch,10.15453/0191-5096.2661,none,route_blocked,route_blocked:200:words=1273:sections=0,
W1558903997,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Patterns of household and family formation,10.51952/9781447366898.ch002,none,no_url,no_candidate_url,
W2145054959,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,Parental divorce and outcomes for children: evidence and interpretatio,10.1093/esr/16.1.67,none,no_url,no_candidate_url,
W377232973,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Diversity in family formation : the 2nd demographic transition in Belg,,none,no_url,no_candidate_url,
W2113716832,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,Family Values and Coresidence with Married Children in Urban China,10.1093/sf/77.4.1253,none,no_url,no_candidate_url,
W2037694804,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,Family Structure Differences in the Timing of Leaving Home: Exploring ,10.1207/s15327795jra0904_1,none,no_url,no_candidate_url,
W2153503600,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,Grandmothers and Coresident Grandchildren,10.1606/1044-3894.654,none,no_url,no_candidate_url,
W2063837481,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Fertility and Family Surveys in countries of the ECE region. Standard ,,none,no_url,no_candidate_url,
W2804736300,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,When does gender matter? Explaining the transition to adulthood as a g,,none,no_url,no_candidate_url,
W1511295519,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Age-Uniformity in Life Course Transitions: What Does the 1995 GSS Tell,,none,no_url,no_candidate_url,
W2028584245,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,The Effects of Childhood Family Structure on Leaving and Returning Hom,10.2307/353543,none,no_url,no_candidate_url,
W1963915627,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Fertility and family surveys in countries of the ECE region. Standard ,,none,no_url,no_candidate_url,
W1526298370,T5_link1,cannot_tell,LINK1_DRIVER_TO_ARRANGEMENT,"Early Life Transitions of Canadian Women: A Cohort Analysis of Timing,",10.1023/a:1006068102735,none,no_url,no_candidate_url,
W2468061303,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,"Sociale herkomst, opvattingen over relaties en gezin en leefvormkeuzes",,none,no_url,no_candidate_url,
W4327882527,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Rodnostno vedenje Slovencev,10.3986/9616182536,1_best_oa,pdf,pdf:200,https://omp.zrc-sazu.si/zalozba/catalog/download/1177/4988/1946
W1518735238,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Trends and Variations in the Early Life Courses of Canadian Men,,none,route_blocked,route_blocked:200:words=411:sections=1,
W1984348714,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Fertility and family surveys in countries of the ECE region: standard ,,none,no_url,no_candidate_url,
W1986821578,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Fertility and family surveys in countries of the ECE region : standard,,none,no_url,no_candidate_url,
W2010502770,T5_link1,cannot_tell,LINK1_DRIVER_TO_ARRANGEMENT,Home or Alone: The Costs of Independent Living for Youth,10.1006/ssre.1997.0590,none,no_url,no_candidate_url,
W2012011868,T5_link1,descriptive,LINK1_ARRANGEMENT_TO_UNION,Vivre en couple chacun chez soi,10.2307/1534530,none,no_url,no_candidate_url,
W2314373327,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,"The Age at Leaving Home in the United States, 1850–1860",10.1017/s0145553200017545,none,no_url,no_candidate_url,
W2060819383,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Fertility and family surveys in countries of the ECE region. Standard ,,none,no_url,no_candidate_url,
W2310460772,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,[Household changes in Japan: major findings of the Third National Surv,,none,no_url,no_candidate_url,
W2285485404,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,[The impact of parental divorce on the relationships of young adults].,,none,no_url,no_candidate_url,
W1920360518,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,"The State, demographic change and the family in Northern Vietnam 1945-",10.25911/5d78d985b1b6f,3_citation_meta,pdf,pdf:200,https://openresearch-repository.anu.edu.au/bitstreams/5486f1d2-0865-4cbe-b5a8-b393b4b83e5d/download
W2187770346,T5_link1,cannot_tell,LINK1_DRIVER_TO_ARRANGEMENT,Standardization and Individualization: The transition from youth to ad,10.1007/978-94-011-0269-8_2,none,no_url,no_candidate_url,
W2319864265,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,Leaving the nest? The impact of family structure.,,none,no_url,no_candidate_url,
W1966161123,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,Covariates of Household Extension in Rural India: Change Over Time,10.2307/353598,none,no_url,no_candidate_url,
W2185169628,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,[Children become adults].,,none,no_url,no_candidate_url,
W2205976936,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,[Changes in the demographic life course].,,none,no_url,no_candidate_url,
W2260168693,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,"Family Instability, Stress Heighten Adolescents' Risk of Premarital Bi",10.2307/2136152,none,no_url,no_candidate_url,
W2122655835,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,"Patrilocality and Early Marital Co-residence in Rural China, 1955–85",10.1017/s0305741000040789,none,no_url,no_candidate_url,
W4300617429,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Fertility in the Netherlands.,,none,no_url,no_candidate_url,
W68439634,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,Home leaving behavior of American youth,,none,no_url,no_candidate_url,
W2147827267,T5_link1,descriptive,LINK1_ARRANGEMENT_TO_UNION,Young people leaving home,,none,no_url,no_candidate_url,
W2119470718,T5_link1,observational,LINK1_ARRANGEMENT_TO_UNION,[[Coresidence with parents and marriage in modern Japan]].,,none,no_url,no_candidate_url,
W1993563210,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Transitions in Young Adulthood in Great Britain,10.1080/0032472031000145916,none,no_url,no_candidate_url,
W2993165404,T5_link1,descriptive,LINK1_ARRANGEMENT_TO_UNION,[Coresidence with parents and marriage in recent Japan. Comment].,,none,no_url,no_candidate_url,
W2277933580,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,[The impact of divorced parents on women's demographic behavior].,,none,no_url,no_candidate_url,
W1500840433,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,THE TREND AND THE MODEL SCHEDULE OF LEAVING THE PARENTAL HOME AFTER MA,,none,route_blocked,route_blocked:200:words=183:sections=0,
W2214623197,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,[Determinants of leaving the parental home].,,none,no_url,no_candidate_url,
W2095101061,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,Industrialization and Household Complexity in Rural Taiwan,10.1093/sf/69.1.235,none,no_url,no_candidate_url,
W2012853649,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,The Family Environment and Leaving the Parental Home,10.2307/352160,none,no_url,no_candidate_url,
W1975606474,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Leaving the Parental Home: Patterns in Six Latin American Countries,10.2307/352161,none,no_url,no_candidate_url,
W4390381984,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,Family formation and urbanization,10.3917/popu.p1987.42n1.0081,none,no_url,no_candidate_url,
W2293138037,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,The Relationship Between Age and Household Type in Sri Lanka,10.3138/jcfs.20.3.291,none,no_url,no_candidate_url,
W103091406,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Recent trends in family and household composition in europe,10.1007/bf01796903,none,no_url,no_candidate_url,
W2297174073,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,Marriage process and household formation in Bolivia and Argentina: the,,none,no_url,no_candidate_url,
W2219327400,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,A model study on changes and development of urban family structure in ,,none,no_url,no_candidate_url,
W2323021926,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,Economic Determinants of the Age at Leaving Home: Evidence from the Li,10.1017/s0145553200015911,none,no_url,no_candidate_url,
W1990026317,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Impacts of Policy Actions on the Family and Household,10.1017/s0143814x00004049,none,no_url,no_candidate_url,
W2099092057,T5_link1,observational,LINK1_DRIVER_TO_ARRANGEMENT,On the Age at Leaving Home in the Early Nineteenth Century: Evidence f,10.3386/w1706,0_deterministic,pdf,pdf:200,https://www.nber.org/system/files/working_papers/w1706/w1706.pdf
W2032320525,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,"Family and Class: the Household Economy of Languedoc Winegrowers, 1830",10.1177/036319908400900104,none,no_url,no_candidate_url,
W2230937163,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,"[Developments in the number and structure of households, 1970-1980].",,none,no_url,no_candidate_url,
W2229570387,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,[A study regarding estimates of the trends in the family life cycle in,,none,no_url,no_candidate_url,
W7113720926,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,"Historical Demography in the Aland Islands, Finland: The Size and Comp",,none,no_url,no_candidate_url,
W47717626,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Household and family in Canada: a general review of recent demographic,,none,no_url,no_candidate_url,
W2089459399,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Factors associated with the timing and duration of the leaving-home st,10.1080/00324728.1975.10410185,none,no_url,no_candidate_url,
W2330118502,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,Nucleation of the Family in Japan : Present and Future,10.4057/jsr.25.2_18,1_best_oa,pdf,pdf:200,https://www.jstage.jst.go.jp/article/jsr1950/25/2/25_2_18/_pdf
W2000240205,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,A study of cohort life cycles: Cohorts of native born Massachusetts wo,10.1080/00324728.1969.10405294,none,no_url,no_candidate_url,
W583092066,T5_link1,descriptive,LINK1_DRIVER_TO_ARRANGEMENT,HETEROGENEITY OF PATHWAYS TO ADULTHOOD IN ITALY,,none,no_url,no_candidate_url,
W7131232267,T6_theory_stream,theory,THEORY,The roles of siblings and school peers in young adults’ life course ev,10.31235/osf.io/zbgs7_v1,0_deterministic,pdf,pdf:200,https://osf.io/download/zbgs7_v1/
W7171722536,T6_theory_stream,cannot_tell,THEORY,"Family Formation under a Subjective Future Constraint: Well-Being, Opt",10.2139/ssrn.6820498,none,route_blocked,route_blocked:403:words=3:sections=0,
W7160510926,T6_theory_stream,descriptive,THEORY,"Mother and Father in the ""empty nest""",10.5281/zenodo.20073175,none,empty_or_tiny,empty_or_tiny:403,
W7130564578,T6_theory_stream,descriptive,THEORY,"Life, Death, and Migration in the Early Modern City",10.1017/9781009641470,none,no_url,no_candidate_url,
W4412007323,T6_theory_stream,descriptive,THEORY,Assessing national vs subnational population heterogeneities in a glob,10.1553/p-cp2h-ne2d,1_best_oa,pdf,pdf:200,https://austriaca.at/0xc1aa5572_0x0040760c.pdf
W4402554496,T6_theory_stream,observational,THEORY,Forgotten Family: The Influence of Women and Children on the Nexus of ,10.1215/10829636-11333387,1_best_oa,pdf,pdf:200,http://eprints.lse.ac.uk/120527/1/JMEMS_revised_Oct_2023_journal_style.pdf
W4399668681,T6_theory_stream,theory,THEORY,25. Cooperation and Competition Begin at Home,10.11647/obp.0251.25,3_citation_meta,pdf,pdf:200,https://books.openbookpublishers.com/10.11647/obp.0251.25.pdf
W4385282964,T6_theory_stream,observational,THEORY,Extensive pedigrees reveal the social organization of a Neolithic comm,10.1038/s41586-023-06350-8,1_best_oa,pdf,pdf:200,https://www.nature.com/articles/s41586-023-06350-8.pdf
W4321607439,T6_theory_stream,descriptive,THEORY,Changing Families in Europe,10.1093/oxfordhb/9780197518151.013.4,none,no_url,no_candidate_url,
W4380787417,T6_theory_stream,theory,THEORY,The developmental cycle: phases (i) and (ii),10.4324/9781003413233-3,none,no_url,no_candidate_url,
W4387676257,T6_theory_stream,descriptive,THEORY,Bronze Age House Extension and Socioeconomic Significance,10.47417/yar.2023.97.5,none,no_url,no_candidate_url,
W4288708926,T6_theory_stream,theory,THEORY,"Families in Latin America: Trends, Singularities, and Contextual Facto",10.1146/annurev-soc-030420-015156,none,route_blocked,route_blocked:403:words=3:sections=0,
W4377249920,T6_theory_stream,descriptive,THEORY,"Marriage, Motherhood, and Mobility in Bronze and Iron Age Central Euro",10.5871/bacad/9780197267356.003.0009,none,no_url,no_candidate_url,
W4293049431,T6_theory_stream,observational,THEORY,Kinship and Socioeconomic Status: Social Gradients in Frequencies of K,10.31235/osf.io/brcxt,0_deterministic,pdf,pdf:200,https://osf.io/download/brcxt/
W3162295695,T6_theory_stream,descriptive,THEORY,Introduction to the special collection on family changes and inequalit,10.4054/demres.2021.44.40,0_deterministic,pdf,pdf:200,https://www.demographic-research.org/volumes/vol44/40/44-40.pdf
W3205793986,T6_theory_stream,descriptive,THEORY,"Houses, Housing, Household Formation, Pharaonic Egypt",10.1002/9781119399919.eahaa00434,none,no_url,no_candidate_url,
W3014887195,T6_theory_stream,cannot_tell,THEORY,Multigenerational Households: A Descriptive Approach to Distinctive De,10.1007/978-3-030-35079-6_15,none,no_url,no_candidate_url,
W2899884890,T6_theory_stream,observational,THEORY,Windows of opportunity for status attainment in Southern Europe: famil,,none,no_url,no_candidate_url,
W2921465779,T6_theory_stream,descriptive,THEORY,Шлюбна локація: спроба реконструкції історій сільських сімей Роменсько,10.31652/2411-2143-2019-27-82-87,1_best_oa,pdf,pdf:200,http://vspu.net/nzhist/index.php/nzhist/article/download/559/554/1156
W3000670880,T6_theory_stream,descriptive,THEORY,Reforming Social Customs through Law: Dynamics and Discrepancies in th,10.1163/15685268-00211p03,none,no_url,no_candidate_url,
W4391412879,T6_theory_stream,theory,THEORY,"4 Postponed Adulthood, the Inequality Surge, and the Millennial Burden",10.3138/9781487535018-005,none,route_blocked,route_blocked:202:words=0:sections=0,
W4247793371,T6_theory_stream,theory,THEORY,The Boomerang AGE,10.4324/9781315131085,none,no_url,no_candidate_url,
W3124499650,T6_theory_stream,theory,THEORY,Intrahousehold Decision Making and Fertility,10.7551/mitpress/9780262036627.003.0007,1_best_oa,pdf,pdf:200,https://docs.iza.org/dp8726.pdf
W4298359026,T6_theory_stream,theory,THEORY,Introduction and Overview,10.4324/9781315131085-1,none,no_url,no_candidate_url,
W2500820643,T6_theory_stream,descriptive,THEORY,Kin Count(s): Educational and Racial Differences in Extended Kinship i,10.1111/j.1728-4457.2016.00150.x,none,route_blocked,route_blocked:200:words=23:sections=0,
W2572989871,T6_theory_stream,observational,THEORY,Diverging pathways? Sibling differences in marriage timing in a commer,,none,route_blocked,route_blocked:200:words=576:sections=0,
W4244279677,T6_theory_stream,theory,THEORY,Empty Nest,10.1002/9781119085621.wbefs008,none,no_url,no_candidate_url,
W2205570910,T6_theory_stream,theory,THEORY,"Relational contracts for household formation, fertility choice and sep",10.1007/s00148-015-0580-x,none,no_url,no_candidate_url,
W2067927006,T6_theory_stream,theory,THEORY,The decline in average family size and its implications for the averag,10.1093/oep/gpv033,none,no_url,no_candidate_url,
W2616266237,T6_theory_stream,descriptive,THEORY,Fertility assessment with the Own-Children Method: a validation with d,10.4054/mpidr-tr-2015-003,0_deterministic,pdf,pdf:200,https://www.demogr.mpg.de/papers/technicalreports/tr-2015-003.pdf
W2138444624,T6_theory_stream,theory,THEORY,Residence Patterns and Demographic Constraints,10.1177/0363199015584472,none,no_url,no_candidate_url,
W2567277614,T6_theory_stream,theory,THEORY,A Computer Micro-Simulation of the Relative Network and the Patterns o,10.18276/pdp.2015.1.37-05,1_best_oa,pdf,pdf:200,https://wnus.edu.pl/pdp/file/article/view/1943.pdf
W1503750539,T6_theory_stream,descriptive,THEORY,The Structure of Irish Households of Early 20th Century: Comparing Res,,none,empty_or_tiny,empty_or_tiny:406,
W140126285,T6_theory_stream,observational,THEORY,Sequence Analysis and Transition to Adulthood: An Exploration of the A,10.1007/978-3-319-04969-4_8,3_citation_meta,pdf,pdf:200,https://access.archive-ouverte.unige.ch/access/metadata/45efde9d-3b3e-437c-93e6-d49198cf5f9f/download
W4247323056,T6_theory_stream,descriptive,THEORY,Changing families,10.4324/9780203783696-6,none,no_url,no_candidate_url,
W51496512,T6_theory_stream,theory,THEORY,Essays on the Economics of Human Capital,10.7936/k70c4sx5,none,route_blocked,route_blocked:200:words=819:sections=1,
W2144128306,T6_theory_stream,descriptive,THEORY,The German Generations and Gender Survey: Some Critical Reflections on,10.12765/cpos-2013-02,3_citation_meta,pdf,pdf:200,https://www.comparativepopulationstudies.de/index.php/CPoS/article/download/26/108
W1536198000,T6_theory_stream,descriptive,THEORY,Demographic Change and Its Impact on Relationships in Japan and East A,10.1002/9781118320990.ch23,none,no_url,no_candidate_url,
W7164248348,T6_theory_stream,descriptive,THEORY,Population and Family Structures of the City of Dublin in the Early 20,,none,empty_or_tiny,empty_or_tiny:406,
W7164243343,T6_theory_stream,descriptive,THEORY,Household Structure of Co. Meath in Ireland at the Early 20th Century,,none,empty_or_tiny,empty_or_tiny:406,
W2027393511,T6_theory_stream,theory,THEORY,"The Stem Family in Eurasian Perspective. Revisiting House Societies, 1",10.1353/his.2011.0029,none,no_url,no_candidate_url,
W2143928126,T6_theory_stream,descriptive,THEORY,On a New Schedule: Transitions to Adulthood and Family Change,10.1353/foc.0.0038,none,empty_or_tiny,empty_or_tiny:200,
W2072436544,T6_theory_stream,theory,THEORY,Are humans cooperative breeders?: Most studies of natural fertility po,10.1017/s0140525x09991749,none,no_url,no_candidate_url,
W2097461901,T6_theory_stream,observational,THEORY,Pathways to Reproduction in Pre-transitional Europe: A Sequential Appr,,none,no_url,no_candidate_url,
W2024827095,T6_theory_stream,theory,THEORY,Household division of labor and cross-country differences in household,10.1007/s00148-009-0254-7,none,no_url,no_candidate_url,
W1547117390,T6_theory_stream,descriptive,THEORY,Understanding Chinese Families: A Comparative Study of Taiwan and Sout,,none,no_url,no_candidate_url,
W2110401411,T6_theory_stream,theory,THEORY,Families as Roommates: Changes in U.S. Household Size from 1850 to 200,10.3386/w15477,0_deterministic,pdf,pdf:200,https://www.nber.org/system/files/working_papers/w15477/w15477.pdf
W2496985430,T6_theory_stream,descriptive,THEORY,Understanding Chinese Families,10.1093/acprof:oso/9780199578092.001.0001,none,no_url,no_candidate_url,
W2402057451,T6_theory_stream,descriptive,THEORY,Demographic transition: its effects on women’s liberation in Taiwan,10.14288/1.0094695,none,route_blocked,route_blocked:200:words=84:sections=0,
W3125976104,T6_theory_stream,theory,THEORY,Household Formation and Marriage Markets in Rural Areas,,none,no_url,no_candidate_url,
W1499437518,T6_theory_stream,theory,THEORY,Chapter 51 Household Formation and Marriage Markets in Rural Areas,10.1016/s1573-4471(07)04051-x,none,no_url,no_candidate_url,
W612288200,T6_theory_stream,theory,THEORY,The boomerang age: transitions to adulthood in families,10.5860/choice.43-6209,none,no_url,no_candidate_url,
W2051881756,T6_theory_stream,descriptive,THEORY,Family reproduction and stem-family system: From Pyrenean valleys to N,10.1016/j.hisfam.2006.11.007,none,no_url,no_candidate_url,
W4301657077,T6_theory_stream,descriptive,THEORY,Only Hope,10.1515/9781503624689,none,no_url,no_candidate_url,
W2505529149,T6_theory_stream,identified,THEORY,Case studies 3 and 4: the Old Poor Law in England and leaving home in ,10.1017/cbo9781139164832.016,none,no_url,no_candidate_url,
W2029999566,T6_theory_stream,descriptive,THEORY,Family and household in medieval England,10.5860/choice.38-5193,none,no_url,no_candidate_url,
W2039489499,T6_theory_stream,descriptive,THEORY,Introduction: The economic and social aspects of the family life-cycle,10.1017/s0268416099003458,1_best_oa,pdf,pdf:200,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/85A4F8A8F4909C58F70C2B8946018353/S0268416099003458a.pdf/div-class-title-introduction-the-economic-and-social-aspects-of-the-family-life-cycle-in-traditional-and-modern-japan-div.pdf
W215359068,T6_theory_stream,descriptive,THEORY,'Att blifva sin egen' : ungdomars väg in i vuxenlivet i 1700- och 1800,,none,empty_or_tiny,empty_or_tiny:302,
W2142143915,T6_theory_stream,descriptive,THEORY,Chance Encounters? Paths to Household Formation in Early Modern Englan,10.1017/s0020859099000358,1_best_oa,pdf,pdf:200,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/34FBA821F8B8D9D23AE6B23DF956FD8F/S0020859099000358a.pdf/div-class-title-chance-encounters-paths-to-household-formation-in-early-modern-england-div.pdf
W2028062743,T6_theory_stream,descriptive,THEORY,"Men, migration, and households in Botswana: an exploration of connecti",10.1080/03057079708708547,none,no_url,no_candidate_url,
W2487801235,T6_theory_stream,theory,THEORY,Population growth and the family,10.1017/cbo9780511582868.011,none,no_url,no_candidate_url,
W1979899036,T6_theory_stream,theory,THEORY,Comparing Family Systems in Europe and Asia: Are There Different Sets ,10.2307/2137684,none,no_url,no_candidate_url,
W2285449440,T6_theory_stream,descriptive,THEORY,"[Infant and child mortality, marital fertility, and family economy amo",,none,no_url,no_candidate_url,
W2152044025,T6_theory_stream,theory,THEORY,Life Course Perspectives on Women's Autonomy and Health Outcomes,10.1525/aa.1995.97.3.02a00070,1_best_oa,pdf,pdf:200,https://openresearch-repository.anu.edu.au/bitstreams/d6d1a5b0-21a0-441e-a174-9b38115c7366/download
W1672530991,T6_theory_stream,descriptive,THEORY,Household Forms and Living Standards in Preindustrial France: From Mod,10.1177/036319909301800203,none,no_url,no_candidate_url,
W2280651352,T6_theory_stream,theory,THEORY,A Chinese female postnuptial leaving home model--a procedure for analy,,none,no_url,no_candidate_url,
W2262465129,T6_theory_stream,theory,THEORY,Effects of changing demographic factors upon women's family status in ,,none,no_url,no_candidate_url,
W2313698633,T6_theory_stream,descriptive,THEORY,Le fonctionnement de la famille-souche dans les Baronnies des Pyrénées,10.3406/adh.1988.1690,none,no_url,no_candidate_url,
W2045594767,T6_theory_stream,theory,THEORY,Household Formation in Developed Societies,10.2307/1973136,none,no_url,no_candidate_url,
W2070846032,T6_theory_stream,descriptive,THEORY,Hajnal and the Household in Asia: a Comparativist History of the Famil,10.1177/036319908701200108,none,no_url,no_candidate_url,
W234496859,T6_theory_stream,theory,THEORY,The Demographic Modeling Of Household Cycles: Analytical And Microsimu,,none,no_url,no_candidate_url,
W3135535268,T6_theory_stream,theory,THEORY,1. Households: Changing Forms and Functions,10.1525/9780520322943-004,none,no_url,no_candidate_url,
