priority,paperId,doi,title,year,venue,verdict,cell,diffusion_channel,identification_of_diffusion,evidence_type,both_channel,reason,ra_decision,ra_note
5,W4404024817,10.1073/pnas.2320247121,Forecasting Africa’s fertility decline by female education groups,2024,Proceedings of the National Academy of Sciences,UNCERTAIN,INSUFFICIENT_INFO,NA,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Finds empirical association that higher educated-women prevalence influences all education groups' fertility; framing as forecasting rather than testing diffusion mechanism; cannot separate from common shock,,
5,W4407044973,10.1007/978-981-97-8418-9_21,Gender-Parity-Specific Fertility Decline in India: A Spatiotemporal Study,2024,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unknown,,"Title-only record with no abstract; gender-parity-specific spatial-temporal patterns in fertility decline, but cannot determine if content addresses diffusion mechanism",,
5,W4403130703,10.1007/s11150-024-09737-2,How informal institutions matter: clan culture and fertility in China,2024,Review of Economics of the Household,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,observational,,no abstract; title about clan culture effects on fertility; could be OFF_VALUE_D1 (cultural values) or PRIMARY_CULTURAL_BOUNDARY_CONTENT if about diffusion along cultural lines; unclear without content,,
5,W4394876687,10.1016/j.contraception.2024.110470,"Individual, partner, and community variables associated with method-specific contraceptive beliefs in urban and rural Kenya",2024,Contraception,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,no abstract; title mentions community factors but unclear if diffusion mechanism,,
5,W4399722199,10.2139/ssrn.4866868,Infant Mortality Expectation and Fertility Choice in Rural Malawi,2024,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,"No abstract; title suggests infant-mortality expectations affecting fertility choice, but insufficient to route on A.3 vs. other determinants",,
5,W4318449984,10.5477/cis/reis.39.45,"La fecundidad y sus determinantes en España, 1887-1920. Un ensayo de interpretación",2024,Revista Española de Investigaciones Sociológicas,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,descriptive,,Spanish fertility patterns 1887-1920 with rural/urban comparison; abstract in Spanish mentions reciprocal influence between areas and migration but lacks clear diffusion mechanism or estimand,,
5,W4405380535,10.1007/s11698-024-00301-7,"Railroads, fertility and the demographic transition in England and Wales",2024,Cliometrica,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,"Railroads and fertility transition; title only, no abstract—cannot determine if diffusion mechanism (migration/spatial contact) or economic effect",,
5,W4405496372,10.1080/17441730.2024.2430035,"Rural/urban fertility differentials and the role of female education in declining birth rates: comparative analysis in Asia, Africa, and Latin America",2024,Asian Population Studies,UNCERTAIN,INSUFFICIENT_INFO,SPATIAL_MIGRATION,DESCRIPTIVE_RESIDUAL_ONLY,descriptive,,"Documents education and rural/urban fertility differentials; concluding note identifies need to study diffusion process, but paper does not itself identify diffusion mechanism",,
5,W4410982286,10.3917/adh.147.0137,The transition of Turkish women and the family in the 1950s and 1960s and its subsequent impact on fertility decline and contraceptive attitudes,2024,Annales de Démographie Historique,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,no abstract; title indicates women's role transitions and fertility/contraceptive impacts in 1950s–60s Turkey but mechanism unclear,,
5,W4393044201,10.15476/elte.2022.178,A térbeliség és felekezeti hovatartozás differenciáló szerepe a 19-20. századi Székelyföld termékenységi mintázataiban,2023,Eötvös Loránd Tudományegyetem,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,historical,,"title only (Hungarian); spatial and religious patterns in fertility, mechanism unclear",,
5,W4385257245,10.2139/ssrn.4515825,Cultural Change and Policy Implementation: Promoting Later Marriage in 1970s China,2023,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,No abstract; title suggests cultural change and policy on marriage; mechanism unclear,,
5,W4388557580,10.2139/ssrn.4602593,"Culture Wars and Human Capital: Evidence from the ""Fundamentalist-Modernist"" Controversy",2023,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,No abstract available for screening,,
5,W4388642176,10.2139/ssrn.4603876,Culture and Fertility: How Religion Mediates the Response to Maternity Benefits,2023,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,,No abstract; title alone does not indicate whether religion operates as a value/cultural conduit or as a diffusion mechanism for fertility control,,
5,W4386502095,10.4054/demres.2023.49.19,Describing the Dutch Social Networks and Fertility Study and how to process it,2023,Demographic Research,UNCERTAIN,INSUFFICIENT_INFO,SOCIAL_NETWORK_PEER,NA,other,,Title indicates documentation of a Dutch social networks and fertility study; abstract is metadata only—insufficient to verify whether estimand is present,,
5,W4322767270,10.1007/s40980-023-00116-6,Determinants of Fertility During the Fertility Transition in Estonia: A Spatial Analysis,2023,Spatial Demography,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,Spatial analysis of fertility determinants; no abstract to distinguish diffusion from common spatial shock,,
5,W4387002024,10.29063/ajrh2023/v27i7.2,Exploring fertility preferences among women aged 15-24 in the Democratic Republic of Congo,2023,African Journal of Reproductive Health,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,observational,,Cites diffusion and socioeconomic theories but abstract focuses on socioeconomic covariates; diffusion mechanism not specified.,,
5,W4387818570,10.1007/978-981-99-5829-0_6,Family-Related Values in South Korea: Temporal Changes and Cross-National Differences,2023,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,No abstract; title alone insufficient,,
5,W4385663602,10.1007/s43545-023-00729-0,Fertility decisions in the wake of COVID-19: a comprehensive review of influencing determinants and trends,2023,SN Social Sciences,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,review,,no abstract; review of fertility determinants during COVID-19 but scope and focus unknown,,
5,W4388839992,10.1080/17441730.2023.2250971,Is Pakistan’s fertility transition stalling?,2023,Asian Population Studies,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,descriptive,,"examines barriers to fertility decline (family size preference, contraceptive demand) but does not clarify whether diffusion vs other mechanisms drive observed patterns",,
5,W4386037831,10.1007/978-3-319-57365-6_385-1,Media and Health Outcomes,2023,,UNCERTAIN,INSUFFICIENT_INFO,MASS_MEDIA,NA,other,,no abstract; title suggests media-health link but fertility control involvement unclear,,
5,W4388095865,10.2139/ssrn.4588970,"Migration, Social Change, and the Early Decline in U.S. Fertility",2023,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,,"Title alone (no abstract) does not specify whether mechanism is social diffusion, intergenerational transmission, or economic migration effects",,
5,W4313885788,10.4054/demres.2023.48.2,Parental status homogeneity in social networks: The role of homophilous tie selection in Germany,2023,Demographic Research,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,observational,,"Network selection by parental status; abstract truncated, but appears to study homophilous tie selection rather than diffusion of fertility-control ideas",,
5,W4328136328,10.1016/j.mathsocsci.2023.03.003,Social influence: The Usage History heuristic,2023,Mathematical Social Sciences,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,theory,,Title-only; social influence and usage heuristics; insufficient to determine if fertility-related or relevant to A.3,,
5,W4386310782,10.1016/bs.hefam.2023.01.003,The economics of fertility: a new era,2023,Handbook of the economics of the family,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,no abstract; title alone is insufficient to determine relevance,,
5,W4319072539,10.1016/j.chieco.2023.101936,Women's education and fertility in China,2023,China Economic Review,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,"Title only, no abstract; insufficient information",,
5,W4302763852,10.14431/aw.2022.9.38.3.99,"Does Demand for Women in the Agricultural Labor Force Reduce the Practice of Chhaupadi? Empirical Evidence from Tikapur, Nepal",2022,Asian Women,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unknown,,"abstract truncated; title addresses Chhaupadi (menstrual practice), not fertility control diffusion",,
5,W4285107887,10.2139/ssrn.4094060,Ethnic Enclaves and Cultural Assimilation,2022,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,CULTURAL_LINGUISTIC_RELIGIOUS,NA,other,,No abstract; title alone insufficient despite cultural-boundary relevance,,
5,W4294343569,10.1007/978-3-031-11840-1,Fertility Transition in the Developing World,2022,SpringerBriefs in population studies,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,review,,Open-access overview of fertility transitions since 1950s; no specific estimand identifiable from abstract.,,
5,W4213072311,10.1002/9781119902850.ch4,Fertility and Nuptiality,2022,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,review,,Chapter discussing fertility decline theories; abstract mentions insularity favoring dissemination of attitudes but mechanism too vague to determine if A.3 estimand is present,,
5,W4226051560,10.2139/ssrn.4051996,"Government Transfers, COVID-19 Shock, and Food Insecurity: Evidence from Rural Households in India",2022,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,observational,,"no abstract; about government aid and food security in COVID, not fertility diffusion",,
5,W4206922115,10.1016/j.jebo.2021.12.037,Kinship and fertility: Brother and sibling effects on births in a patrilineal system,2022,Journal of Economic Behavior & Organization,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,observational,,no abstract; title suggests vertical kinship transmission of fertility (brother/sibling effects),,
5,W3133626977,10.2139/ssrn.4114309,Migration and Cultural Change,2022,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unknown,,Title-only: migration and cultural change; could relate to A.3 spatial/cultural diffusion but no abstract to confirm fertility-control focus,,
5,W4226474359,10.1007/978-3-030-91611-4_8,"More Education, Fewer Children",2022,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,"No abstract; title 'More Education, Fewer Children' suggests education effect on fertility preferences (D.1) vs. diffusion; cannot assess without abstract",,
5,W4362645592,10.1007/978-3-030-66252-3_2852,Pronatal Responses to National Decline,2022,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,no abstract; title suggests pronatalist policy responses; estimand unclear,,
5,W4312686635,10.2139/ssrn.4226526,Social Influence: The Usage History Heuristic,2022,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,no abstract; title 'Social Influence: The Usage History Heuristic' is too vague; uncertain whether this addresses fertility,,
5,W4226402405,10.1007/978-3-030-91611-4_5,The Demographic Transition: Fewer Deaths and Eventually Fewer Births,2022,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,Demographic transition title; no abstract; cannot establish whether diffusion mechanism is addressed,,
5,W4285263916,10.2139/ssrn.4114800,The Economics of Fertility: A New Era,2022,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,title only; cannot route without abstract,,
5,W4285284644,10.1007/978-3-031-02040-7_30,The Education Revolution,2022,International handbooks of population,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,No abstract available for screening,,
5,W4294343523,10.1007/978-3-031-11840-1_3,Transitions in Individual Reproductive Behavior and Preferences,2022,SpringerBriefs in population studies,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,review,,Descriptive overview of contraceptive trends and unmet need; no identifiable diffusion or social-exposure mechanism.,,
5,W4416650619,10.1108/978-1-64802-499-320251006,Demographic Crisis or Demographic Adaptation?,2021,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,Title-only record with no abstract,,
5,W3172512037,10.1371/journal.pone.0252977,Method-specific beliefs and subsequent contraceptive method choice: Results from a longitudinal study in urban and rural Kenya,2021,PLoS ONE,UNCERTAIN,INSUFFICIENT_INFO,SOCIAL_NETWORK_PEER,UNCLEAR,observational,,Method-specific beliefs and choice in Kenya; social-context variation noted but diffusion mechanism not explicitly estimated,,
5,W4241545845,10.1007/978-3-319-95687-9_140,Mobile Technology and Gender Equality,2021,Encyclopedia of the UN sustainable development goals,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,title only; abstract absent prevents assessment of whether mechanism involves fertility control diffusion,,
5,W3169483891,10.2139/ssrn.3865472,"More Goals, Fewer Babies? On National Teams' Performance and Birth Rates",2021,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,Title-only record; appears to be homonym (sports performance and births) but cannot be confirmed without abstract,,
5,W3179783205,10.1007/s12134-021-00840-2,Municipality Characteristics and the Fertility of Refugees in Norway,2021,Journal of International Migration and Integration / Revue de l integration et de la migration internationale,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,observational,,"Title only; unclear whether studying social diffusion, economic adaptation, or context effects",,
5,W4206298971,10.1080/00324728.2021.1996624,Population Studies at 75 years: An empirical review,2021,Population Studies,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,review,,"Broad field review of Population Studies journal (N=1,901 papers); too general to determine A.3 specific coverage",,
5,W3200773290,10.1016/j.contraception.2021.08.018,"Promoting teen-to-teen contraceptive communication with the SpeakOut intervention, a cluster randomized trial",2021,Contraception,UNCERTAIN,INSUFFICIENT_INFO,SOCIAL_NETWORK_PEER,NA,other,,Title suggests teen-to-teen communication about contraception and RCT design but no abstract; could be A.3 spillover from A.5 program or A.3 social exposure,,
5,W3146031761,10.35484/pssr.2021(5-i)45,"Regional Variation in Acceptance of Punjab’s Family Planning Programme: A Comparative Analysis of Northern, Central and Southern Regions",2021,Pakistan Social Sciences Review,UNCERTAIN,INSUFFICIENT_INFO,SPATIAL_MIGRATION,NA,observational,,Regional variation in family planning program acceptance with multilevel analysis; unclear whether diffusion mechanism or regional structural differences (Coale/Lesthaeghe framework),,
5,W3207676910,10.1007/s10826-021-02095-y,Relationship between Chinese Women’s Childhood Family Background and their Fertility Intentions under Different Policy Conditions,2021,Journal of Child and Family Studies,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,Title-only; 'Childhood family background and fertility intentions under policy conditions' suggests value/preference mechanism but A.3 estimand not stated,,
5,W3157038277,10.1016/j.contraception.2021.04.013,Social and provider networks and women's contraceptive use: Evidence from Madagascar,2021,Contraception,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,"title indicates social networks and contraceptive use in Madagascar, but empty abstract prevents distinguishing A.3 from A.20 (provider networks may include programs)",,
5,W3199897417,10.17208/jkpa.2021.08.56.4.173,Spatial Dependence in Local Fertility Rate: A Spatial Panel Modeling Approach,2021,국토계획,UNCERTAIN,INSUFFICIENT_INFO,SPATIAL_MIGRATION,UNCLEAR,observational,,Title indicates spatial dependence in fertility; no abstract provided to assess whether identifies diffusion mechanism versus spatial correlation from common shocks,,
5,W3169266684,10.1016/j.jhealeco.2021.102483,Spillovers and Social Interaction Effects in the Demand for Preventive Healthcare: Evidence from the PROGRESA program,2021,Journal of Health Economics,UNCERTAIN,INSUFFICIENT_INFO,SOCIAL_NETWORK_PEER,NA,other,,"No abstract; title mentions spillovers and social interaction but outcome is health, not fertility",,
5,W3215868909,10.20473/ijph.v16i3.2021.492-502,THE ROLE OF INDIVIDUAL AND COMMUNITY FACTORS ON THE USE OF LONG-TERM CONTRACEPTIVE METHODS (MKJP) ON WOMEN OF REPRODUCTIVE AGE COUPLES IN INDONESIA 2018,2021,The Indonesian Journal of Public Health,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,observational,,Individual and community factors on contraceptive use; mentions regional variation but does not specify whether community factors include social networks or diffusion mechanisms,,
5,W3136667212,10.4054/demres.2021.44.23,The paradox of change: Religion and fertility decline in South Korea,2021,Demographic Research,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,observational,,"Religion and fertility decline in South Korea; abstract incomplete, cannot determine estimand",,
5,W3030593570,10.1007/s11135-020-00998-4,Changes over time in the spatial structure of fertility rates as a dynamic indicator of urban transformations,2020,Quality & Quantity,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,"Spatial structure of fertility rates and urban transformation; no abstract, unclear if diffusion vs. compositional",,
5,W2947317765,10.1016/j.jinteco.2020.103409,"Easy come, easy go? Economic shocks, labor migration and the family left behind",2020,Journal of International Economics,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,"title only; no abstract; relationship between economic shocks, migration, and fertility family is unclear from title alone",,
5,W3021678997,10.1007/978-981-15-3045-6_3,Explaining Fertility Decline in Greater Bengal: A Spatial Approach,2020,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,"Title only, no abstract; spatial approach to fertility decline suggested but estimand unclear",,
5,W3046482668,10.1007/s12187-020-09753-5,"Having Children in a Time of Lowest-Low Fertility: Value of Children, Sex Preference and Fertility Desire among Taiwanese Young Adults",2020,Child Indicators Research,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,observational,,Title mentions fertility desire and values; no abstract provided to assess mechanism,,
5,W3013561031,10.1007/s12546-020-09244-y,Individual and community factors associated with lifetime fertility in Eswatini: an application of the Easterlin–Crimmins model,2020,Journal of Population Research,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,observational,,"Title mentions individual and community factors in fertility; no abstract provided, insufficient to determine if estimand concerns diffusion",,
5,W3171410620,10.2139/ssrn.3705484,Learning in Networks with Idiosyncratic Agents,2020,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,theory,,Title suggests network learning theory but no abstract provided; cannot determine relevance to fertility control,,
5,W3012549572,10.1007/s10680-020-09555-z,Lent impact on the seasonality of conceptions during the twentieth century in Spain,2020,European Journal of Population / Revue européenne de Démographie,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,"no abstract; title concerns religious practice (Lent) and conception seasonality, not fertility-control diffusion",,
5,W3086906782,10.2139/ssrn.3689469,Migration and Cultural Change,2020,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,unclear,,Title alone (no abstract) does not establish whether cultural change described includes fertility-control diffusion or other cultural domains,,
5,W3048697827,10.1007/978-3-319-70060-1_140-1,Mobile Technology and Gender Equality,2020,Encyclopedia of the UN sustainable development goals,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,No abstract provided to assess relevance,,
5,W2978152517,10.1016/j.alcr.2020.100326,Not all the same: Swedish teenage mothers’ and fathers’ selection into early family formation trajectories,2020,Advances in Life Course Research,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,No abstract available for screening,,
5,W3048633195,10.1007/978-3-030-48519-1_7,Regional Fertility Differences in India,2020,The Springer series on demographic methods and population analysis,UNCERTAIN,INSUFFICIENT_INFO,SPATIAL_MIGRATION,NA,descriptive,,"No abstract; title suggests regional fertility variation, possibly PRIMARY_SPATIAL_DIFFUSION but insufficient detail.",,
5,W3044800002,10.1016/j.alcr.2020.100359,"Sibling influence on family formation: A study of social interaction effects on fertility, marriage, and divorce",2020,Advances in Life Course Research,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,no abstract; cannot distinguish sibling vertical transmission from peer horizontal diffusion,,
5,W2911075563,10.3982/ecta17007,The Speed of Innovation Diffusion in Social Networks,2020,Econometrica,UNCERTAIN,INSUFFICIENT_INFO,SOCIAL_NETWORK_PEER,SEPARATES_FROM_COMMON_SHOCK,theory,,"Mathematical model of innovation diffusion speed in networks, but no indication whether specific to fertility control or general innovation diffusion",,
5,W2937041099,10.1007/978-3-030-10910-3_24,23 Anthropological Demography,2019,Handbooks of sociology and social research,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,"book chapter title only, no abstract; insufficient to assess relevance",,
5,W2937249670,10.1007/978-3-030-10910-3_31,30 Fertility Regulation,2019,Handbooks of sociology and social research,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,Empty abstract; generic title does not state A.3 estimand,,
5,W2938928044,10.1007/978-3-030-10910-3_35,34 Population Policy,2019,Handbooks of sociology and social research,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,No title or abstract available for screening,,
5,W2997548257,10.20947/s0102-3098a0098,A A transição da fecundidade no Brasil ao longo do século XX – uma perspectiva regional,2019,Revista Brasileira de Estudos de População,UNCERTAIN,INSUFFICIENT_INFO,SPATIAL_MIGRATION,NA,historical,,Regional fertility transition analysis for Brazil; describes spatial heterogeneity in transition timing but mechanism of diffusion versus regional differences unclear from abstract,,
5,W2907504607,10.1177/0272684x18821300,"Access to Information on Family Planning and Use of Modern Contraceptives Among Married Igbo Women in Southeast, Nigeria",2019,International Quarterly of Community Health Education,UNCERTAIN,INSUFFICIENT_INFO,LEGITIMATION_KNOWLEDGE,NA,observational,,Information access and contraceptive use; source and mechanism of information unclear,,
5,W2983536976,10.22459/aft.2020,Australia’s Fertility Transition: A study of 19th-century Tasmania,2019,ANU Press eBooks,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,historical,,descriptive of fertility transition chronology; no identifiable estimand or mechanism visible,,
5,W2979652866,10.1007/s10461-019-02685-4,"Changing Childbearing Norms During an Era of ART Expansion in Malawi, 2009 to 2015",2019,AIDS and Behavior,UNCERTAIN,INSUFFICIENT_INFO,SOCIAL_NETWORK_PEER,UNCLEAR,observational,,"Title invokes changing norms, which could reflect diffusion of fertility control legitimation; no abstract provided to assess whether studying diffusion mechanism or norm-level shifts",,
5,W2979866267,10.4054/demres.2019.41.30,"Changing gender relations, declining fertility? An analysis of childbearing trajectories in 19th-century Netherlands",2019,Demographic Research,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,historical,,title addresses gender relations and fertility decline in 19th-century Netherlands; abstract truncated,,
5,W2907757808,10.1007/s11113-018-09506-x,Cohabitation and Contraceptive Use in the United States: A Focus on Race and Ethnicity,2019,Population Research and Policy Review,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,Title mentions cohabitation and contraceptive use but lacks abstract; cannot route on visible record,,
5,W1990513740,10.4324/9780203710753-35,Diffusion of Innovations 1,2019,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,theory,,"Chapter on diffusion of innovations from communication perspective, but unclear if specific to fertility control or general innovation diffusion",,
5,W2924044854,10.1111/fare.12361,Family Change in Global Perspective: How and Why Family Systems Change,2019,Family Relations,UNCERTAIN,INSUFFICIENT_INFO,NA,UNCLEAR,descriptive,,"Describes global diffusion of family-system changes with development and cultural shifts, but mechanism unclear: common response to development vs. social diffusion of family ideas.",,
5,W2974383252,10.1007/978-981-13-5820-3_3,"Fertility Transition in the Districts of India, 1991–2011",2019,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,descriptive,,No abstract; title mentions fertility transition but estimand unspecified,,
5,W3125909487,10.2139/ssrn.3425644,Fertility and Modernity,2019,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,"Title alone too generic; cannot determine whether diffusion, value shift, or other estimand without abstract",,
5,W2968118114,,Fertility and educational pairing in Latin America: an analysis through cohort fertility,2019,Anais,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,observational,,"No abstract provided to assess mechanism; title suggests assortative mating patterns, not diffusion of fertility control",,
5,W3124630482,10.1016/j.jce.2019.06.001,Horizontal vs. vertical transmission of fertility preferences,2019,Journal of Comparative Economics,UNCERTAIN,INSUFFICIENT_INFO,SOCIAL_NETWORK_PEER,NA,other,,"Title-only record; suggests comparison of horizontal (peer) and vertical (family) fertility preference transmission, but mechanism and outcome unclear",,
5,W3092689681,10.2139/ssrn.3394463,Küresel Bir Süreç Olarak Demografik Dönüşüm: Mekânsal Bir Değerlendirme (Demographic Transition as a Global Process: A Spatial Assessment),2019,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,"Turkish title only: 'Demographic Transition as a Global Process: Spatial Assessment.' Title hints at spatial/diffusion analysis of transition, but no abstract.",,
5,W3123201942,10.2139/ssrn.3386417,Seeding with Costly Network Information,2019,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,no abstract; cannot assess relevance to fertility control diffusion,,
5,W2978446914,10.17323/1726-3247-2019-3-136-163,The Effects of Social Network on Fertility: The Case of Large Families in Russia,2019,Journal of Economic Sociology,UNCERTAIN,INSUFFICIENT_INFO,SOCIAL_NETWORK_PEER,NA,other,,"title suggests social network effects on fertility in Russia, but abstract is corrupted/unreadable; cannot evaluate estimand",,
5,W3034188115,10.2139/ssrn.3334887,The Risk of Collective Behavior at the Base of the Pyramid: Quasi-Experimental Evidence from Microfinance,2019,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,quasi-experimental,,"no abstract; microfinance and collective behavior, insufficient information on fertility relevance",,
5,W2953473961,10.4054/demres.2019.41.2,The geography of changing fertility in Myanmar,2019,Demographic Research,UNCERTAIN,INSUFFICIENT_INFO,SPATIAL_MIGRATION,NA,descriptive,,"Title indicates geographic analysis of Myanmar fertility decline with regional variation; abstract incomplete, cannot determine if diffusion mechanism is identified",,
5,W2954241913,10.1007/s12546-019-09227-8,The heterogeneous effects of socioeconomic and cultural factors on fertility preferences: evidence from Rwanda and Kenya,2019,Journal of Population Research,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,observational,,"No abstract; title on fertility preferences by socioeconomic/cultural factors, but estimand not stated",,
5,W2941071045,10.1016/j.jdeveco.2019.05.004,The social lives of married women: Peer effects in female autonomy and investments in children,2019,Journal of Development Economics,UNCERTAIN,INSUFFICIENT_INFO,SOCIAL_NETWORK_PEER,NA,observational,,Title mentions peer effects on female autonomy; no abstract—unclear if fertility-control mechanism or other outcomes,,
5,W4237795700,10.21608/jarts.2019.81628,الهجرة العائدة وإعادة تشکیل الثقافة الإنجابیة دراسة میدانیة للعائدین من مجتماعات غریبة,2019,مجلة کلیة الآداب القاهرة,UNCERTAIN,INSUFFICIENT_INFO,SPATIAL_MIGRATION,UNCLEAR,qualitative,,Return migration and reproductive culture; unclear whether returnees successfully diffused lower-fertility norms to home society,,
5,W2886158093,10.1007/s00285-018-1253-7,An age-structured epidemic model for the demographic transition,2018,Journal of Mathematical Biology,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,theory,,"No abstract; title suggests formal epidemic/diffusion model of demographic transition, but insufficient detail to determine scope",,
5,W2888829626,10.1007/s11113-018-9489-x,"Armed Conflict and Fertility in Colombia, 2000–2010",2018,Population Research and Policy Review,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,observational,,"No abstract; title about conflict and fertility, insufficient to determine estimand",,
5,W2970566633,10.1017/9781108233767.023,Benefits and Costs of the Population and Demography Targets for the Post-2015 Development Agenda,2018,Cambridge University Press eBooks,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,No abstract; cannot determine content,,
5,W2810360704,10.1007/s11113-018-9476-2,Fertility and Infertility: Toward an Integrative Research Agenda,2018,Population Research and Policy Review,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,no abstract; title suggests research agenda integration,,
5,W2891106943,,Fertility stalls in Bangladesh,2018,Otago University Research Archive (University of Otago),UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,no abstract; title mentions fertility stalls but mechanism unknown,,
5,W2897737404,10.1111/padr.12197,From Fertility Preferences to Reproductive Outcomes in the Developing World,2018,Population and Development Review,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,Title only; does not state A.3 estimand verbatim,,
5,W3122558842,10.2139/ssrn.3220422,"Happily Ever after: Immigration, Natives’ Marriage, and Fertility",2018,SSRN Electronic Journal,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,title only; immigration effects on marriage/fertility mechanism unspecified,,
5,W2782301733,10.4054/demres.2018.38.2,Historical reproductive patterns in developed countries: Aggregate-level perspective,2018,Demographic Research,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,Abstract truncated mid-sentence; cannot be routed on visible record.,,
5,W2889110921,10.1007/978-981-13-1250-2_5,Kindergarten Matters: Second Birth Intention of Floating Population in Chinese Urbanization Process,2018,,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,"title only, no abstract; education and fertility likely opportunity-cost (D.1) not diffusion",,
5,W4301121133,10.1017/9781108650465.006,Marriage as It Is,2018,Cambridge University Press eBooks,UNCERTAIN,INSUFFICIENT_INFO,NA,NA,other,,"Title only; content unclear, insufficient information",,
