paperId,doi,title,year,verdict,estimand_cell,evidence_type,treatment,outcome,direction,reason,ra_decision,ra_note
W2229206227,10.1257/app.20130505,The Long-Run Effects of Attending an Elite School: Evidence from the United Kingdom,2015,NOT_RELEVANT,NA,quasi-experimental,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2116971913,10.1111/ecoj.12303,The Output Cost of Gender Discrimination: A Model‐based Macroeconomics Estimate,2015,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W3123602460,,The Unintended Effects of Increasing the Legal Working Age on Family Behaviour,2015,NOT_RELEVANT,NA,quasi-experimental,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W1970881731,10.1016/j.econedurev.2015.01.005,The differential impact of compulsory schooling laws on school quality in the United States segregated South,2015,UNCERTAIN,OFF_OUTCOME,other,potential covered policy,n/a,n/a,title is plausibly relevant but no abstract is supplied,,
W2147407368,10.1016/j.econedurev.2015.02.008,The role of maternal education in child health: Evidence from a compulsory schooling law,2015,UNCERTAIN,OFF_OUTCOME,other,covered schooling or child-labor law,unclear outcome,forward,title is plausibly relevant but no abstract is available,,
W1607792119,10.1590/0102-311x00009914,Trends in child labor and the impact on health in adulthood in Brazil from 1998 to 2008,2015,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W2149815619,10.1111/ecin.12234,WHY DOES CHILD LABOR PERSIST WITH DECLINING POVERTY?,2015,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W1573035888,10.1007/978-3-319-14265-4_5,Wage and Fertility Gaps in Dual Economies,2015,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2173837375,10.2139/ssrn.2696076,Why Did the Industrial Revolution Start in Britain?,2015,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W1976824837,10.1016/j.jpubeco.2015.02.009,Women's schooling and fertility under low female labor force participation: Evidence from mobility restrictions in Israel,2015,UNCERTAIN,OFF_EXPOSURE,other,education or schooling,fertility,forward,"Title suggests a potentially covered relationship, but the missing or ambiguous abstract prevents confident routing.",,
W639312003,,"'For the Love of the Republic' Education, Secularism, and Empowerment",2014,RELEVANT,OFF_OUTCOME,quasi-experimental,covered schooling or child-labor law,non-fertility outcome,forward,covered legal policy is studied directly,,
W2117969361,10.1086/675805,A Nation of Immigrants: Assimilation and Economic Outcomes in the Age of Mass Migration,2014,NOT_RELEVANT,NA,observational,n/a,immigrant assimilation and occupations,n/a,Immigration economic-history study unrelated to the review mechanism.,,
W157227044,10.35866/caujed.2014.39.3.002,A WELFARE ANALYSIS OF CHILD LABOR RESTRICTION: INTERGENERATIONAL PERSPECTIVES,2014,RELEVANT,OFF_OUTCOME,theory,child-labor or minimum-age regulation,child labor,forward,estimates or analyzes a covered law first stage or non-fertility effect,,
W2208486455,10.1017/s1365100514000285,ADULT LONGEVITY AND GROWTH TAKEOFF,2014,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2157647612,10.4402/genus-543,Adolescent and youth fertility and social inequality in Latin America and the Caribbean: what role has education played?,2014,UNCERTAIN,OFF_EXPOSURE,other,education or schooling,fertility or family formation,forward,title is plausibly relevant but no abstract is available,,
W169442233,10.1184/r1/6714671,"An Economic History of Compulsory Attendance and Child Labor Laws in the United States, 1810-1926",2014,RELEVANT,OFF_OUTCOME,quasi-experimental,child-labor or minimum-age regulation,child labor,forward,estimates or analyzes a covered law first stage or non-fertility effect,,
W1896615283,10.1007/s10887-014-9108-6,Asia’s little divergence: state capacity in China and Japan before 1850,2014,NOT_RELEVANT,NA,structural,n/a,state capacity and development,n/a,Comparative state-capacity study unrelated to fertility or covered child policies.,,
W2486191387,10.1108/s0277-283320140000025007,Beneficial “child labor”: The impact of adolescent work on future professional outcomes,2014,NOT_RELEVANT,NA,review,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W3125934253,10.1016/j.irle.2014.09.002,Can equitable punishment be mandated? Estimating impacts of sentencing guidelines on disciplinary disparities,2014,NOT_RELEVANT,NA,review,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W2108853095,10.1016/j.euroecorev.2014.10.007,Competition in the economic crisis: Analysis of procurement auctions,2014,NOT_RELEVANT,NA,structural,n/a,procurement bidding and markups,n/a,Unrelated procurement-auction study.,,
W2028929048,10.1016/j.jebo.2014.11.006,"Corruption, fertility, and human capital",2014,NOT_RELEVANT,NA,other,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W1996614471,10.1016/j.labeco.2014.01.005,Divorce laws and fertility,2014,NOT_RELEVANT,NA,quasi-experimental,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W3122346271,10.1111/ecoj.12148,Do Highly Educated Women Choose Smaller Families?,2014,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2068681162,10.1007/s13524-014-0281-1,Does Education Improve Cognitive Performance Four Decades After School Completion?,2014,RELEVANT,OFF_OUTCOME,quasi-experimental,compulsory-schooling law,schooling or child labor,forward,Directly examines a covered policy or mechanism first stage without a fertility outcome.,,
W2129442168,10.15185/izawol.73,Does minimum age of employment regulation reduce child labor?,2014,RELEVANT,OFF_OUTCOME,review,minimum age of employment regulation,child labor,forward,"Directly assesses whether a covered minimum-working-age rule reduces child labor, without a fertility outcome.",,
W1975962168,10.1016/j.socscimed.2014.01.008,"Educated mothers, healthy infants. The impact of a school reform on the birth weight of Norwegian infants 1967–2005",2014,NOT_RELEVANT,NA,quasi-experimental,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2291898359,10.3386/w20784,"Education, HIV, and Early Fertility: Experimental Evidence from Kenya",2014,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W1838197319,10.17169/refubium-17220,Educational Interventions and Labor Market Success,2014,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2020736826,10.14687/ijhs.v11i1.2704,Educational level and future expectations of the children who pick waste papers,2014,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2563456396,,Effect of cash transfers on child labor and schooling in Kenya,2014,NOT_RELEVANT,NA,other,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W2157906659,10.1016/s0301-7036(14)70878-8,El trabajo infantil en México y sus causas,2014,RELEVANT,THEORY,theory,child-labor mechanism,fertility and development,forward,formal model links child labor and fertility without a policy estimand,,
W1523004926,,Essays in labour economics,2014,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W1918146533,10.14273/unisa-280,"Essays on Human Capital, Long Run Growth and Comparative Development",2014,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W138317631,10.26481/dis.20141114co,"Ethnic segregation in housing, schools, and neighbourhoods in the Netherlands",2014,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2487499216,10.1108/s0147-912120140000040001,"Explaining the Revolution in U.S. Fertility, Schooling, and Women’s Work among Households Formed in 1875, 1900, and 1925",2014,RELEVANT,OFF_EXPOSURE,theory,education or schooling,fertility,forward,Studies education access or attainment and fertility without a clearly covered legal mandate.,,
W1588086608,,Globalization and the Industrial Revolution (revised),2014,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W4237886125,10.1007/978-3-642-40458-0_27-1,Labor Markets,2014,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W113803730,,Labor force participation and wages in Palestine for the period 2000 to 2011,2014,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2554816445,,Lifetime Returns to Schooling,2014,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W1984993759,10.1007/s00148-014-0509-9,"Malthus to modernity: wealth, status, and fertility in England, 1500–1879",2014,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2110786118,10.1002/hec.3056,Maternal Employment During Pregnancy and Birth Outcomes: Evidence From Danish Siblings,2014,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W2122096529,10.6092/unibo/amsacta/4451,"More Schooling, More Children: Compulsory Schooling Reforms and Fertility in Europe",2014,RELEVANT,PRIMARY_CS_QUANTUM,quasi-experimental,compulsory schooling reforms,fertility,forward,Estimates a covered legal-policy effect on fertility.,,
W2185742194,,Population Dynamics and World-Systems Analysis,2014,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W2186845902,,SALT IODIZATION AND THE ENFRANCHISEMENT OF THE AMERICAN WORKER,2014,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2141255065,10.1016/j.jpubeco.2014.04.008,"Smoking bans, maternal smoking and birth outcomes",2014,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2127579765,10.1186/1475-9276-13-14,Socioeconomic inequalities in smoking in low and mid income countries: positive gradients among women?,2014,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W3124695992,10.2139/ssrn.2450420,Teenage Pregnancies and Births in Germany: Patterns and Developments,2014,NOT_RELEVANT,NA,other,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W2046537669,10.1080/00036846.2014.932045,Teenage pregnancies and births in Germany: patterns and developments,2014,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2097054655,10.1257/aer.104.12.3921,The Effects of Poor Neonatal Health on Children's Cognitive Development,2014,RELEVANT,OFF_EXPOSURE,theory,education or schooling,fertility,forward,Studies education access or attainment and fertility without a clearly covered legal mandate.,,
W4211240110,10.1016/b978-0-444-59429-7.00023-6,The Idea of Antipoverty Policy,2014,NOT_RELEVANT,NA,other,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W1545604959,10.2139/ssrn.2529326,The Long-Run Effects of Attending an Elite School: Evidence from the UK,2014,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2128747644,10.15527/ejre.201426257,The interaction between child labour and household income: A statistical survey in the industry of Turkey,2014,NOT_RELEVANT,NA,observational,n/a,child labor income contribution,n/a,Descriptive child-labor survey with neither legal-policy variation nor fertility outcome.,,
W1810234444,10.2139/ssrn.2385182,Timing of College Enrollment and Family Formation Decisions,2014,NOT_RELEVANT,NA,observational,n/a,college enrollment and family formation timing,n/a,General college/family-formation study without a covered legal-policy treatment.,,
W1988003893,10.1016/j.worlddev.2014.06.010,Women’s Education: Harbinger of Another Spring? Evidence from a Natural Experiment in Turkey,2014,NOT_RELEVANT,NA,quasi-experimental,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2238768272,,A Theory of Demographic Transition and Fertility Rebound in the Process of Economic Development,2013,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2184065778,,"ABSTRACT Exploitation, Altruism, and Social Welfare: An Economic Exploration *",2013,NOT_RELEVANT,NA,quasi-experimental,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W4245785688,10.1093/obo/9780195389678-0131,Adolescent Pregnancy,2013,NOT_RELEVANT,NA,other,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W160472628,10.26481/dis.20130918sc,An economic perspective on school dropout prevention using microeconometric techniques,2013,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W2117090144,10.1111/caje.12032,"Bounded rationality, expectations, and child labour",2013,RELEVANT,THEORY,theory,child-labor mechanism,fertility,forward,"Models the relationship among child labor or schooling, fertility, and economic change.",,
W2137049137,10.2139/ssrn.2241070,Can Equitable Punishment Be Mandated? Estimating Impacts of Sentencing Guidelines on Disciplinary Disparities,2013,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W1970344733,10.1017/s1365100512000818,DIFFERENTIAL FERTILITY AND ECONOMIC DEVELOPMENT,2013,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2185816229,,DOES LONGER COMPULSORY EDUCATION EQUALIZE EDUCATIONAL ATTAINMENT? EVIDENCE FROM A MAJOR POLICY REFORM,2013,RELEVANT,OFF_OUTCOME,observational,compulsory-schooling law,schooling or child labor,forward,Directly examines a covered policy or mechanism first stage without a fertility outcome.,,
W2036802527,10.1111/ecin.12001,DRAWN INTO VIOLENCE: EVIDENCE ON “WHAT MAKES A CRIMINAL” FROM THE VIETNAM DRAFT LOTTERIES,2013,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W3124091637,10.1007/s00148-013-0470-z,Do more-schooled women have fewer children and delay childbearing? Evidence from a sample of US twins,2013,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W1506448735,,Does Higher Education Cause Political Participation? : Evidence from a Regression Discontinuity Design,2013,NOT_RELEVANT,NA,quasi-experimental,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W3123772907,10.1093/ereh/hes017,Does women's education affect fertility? Evidence from pre-demographic transition Prussia,2013,RELEVANT,OFF_EXPOSURE,observational,education or schooling,fertility,forward,Studies education access or attainment and fertility without a clearly covered legal mandate.,,
W1599245017,10.1016/j.econedurev.2013.07.010,Education policy and early fertility: Lessons from an expansion of upper secondary schooling,2013,UNCERTAIN,OFF_EXPOSURE,other,education or schooling,fertility or family formation,forward,title is plausibly relevant but no abstract is available,,
W2100171882,10.7916/d8028zsn,Education policy issues in Turkey,2013,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2109175695,10.5072/prism/25943,Essays on Child Labor and Development,2013,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W3122200652,10.1177/1470594x13496066,"Exploitation, altruism, and social welfare",2013,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W2125485011,10.1162/rest_a_00342,Financial Incentives and Fertility,2013,NOT_RELEVANT,NA,quasi-experimental,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2023690145,10.1016/j.jhealeco.2013.06.002,Girls’ education and HIV risk: Evidence from Uganda,2013,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2064998279,10.4284/0038-4038-2012.195,High School Dropouts and Sexually Transmitted Infections,2013,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W2032282651,10.1016/j.econedurev.2013.01.002,High school dropout and teen childbearing,2013,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2128193328,10.1162/rest_a_00360,In School and Out of Trouble? The Minimum Dropout Age and Juvenile Crime,2013,RELEVANT,OFF_OUTCOME,quasi-experimental,compulsory-schooling law,non-fertility outcome,forward,covered law is evaluated for a non-fertility outcome,,
W1896152326,,"Information, Role Models and Perceived Returns to Education Experimental Evidence from Madagascar",2013,NOT_RELEVANT,NA,quasi-experimental,n/a,school achievement,n/a,"Information and role-model experiment concerns perceived education returns, not covered laws or fertility.",,
W2056894151,10.1080/1081602x.2013.817348,"Intergenerational transmission of young motherhood. Evidence from Sweden, 1986–2009",2013,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W1881532125,10.1111/j.1467-9442.2012.01739.x,Is Extending Compulsory Schooling Alone Enough to Raise Earnings? Evidence from French and British Compulsory Schooling Laws*,2013,RELEVANT,OFF_OUTCOME,quasi-experimental,compulsory-schooling reform,non-fertility outcome,forward,estimates or analyzes a covered law first stage or non-fertility effect,,
W2517930626,,LEARNING TO BE CONSERVATIVE: HOW STAYING IN HIGH SCHOOL CHANGES POLITICAL PREFERENCES IN GREAT BRITAIN AND THE US,2013,RELEVANT,OFF_OUTCOME,quasi-experimental,covered schooling or child-labor law,non-fertility outcome,forward,covered legal policy is studied directly,,
W1563419809,10.1142/9789814390842_0005,Labor Standards and Human Rights: Implications for International Trade and Investment,2013,NOT_RELEVANT,NA,review,n/a,trade and investment,n/a,Reviews general labor standards and trade rather than fertility effects of the covered laws.,,
W850194745,,"Literacy, Identity and the Educational Effect",2013,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2141793766,10.1007/s10887-013-9096-y,"Luddites, the industrial revolution, and the demographic transition",2013,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2181115475,10.1257/app.5.2.151,Making Yourself Attractive: Pre-Marital Investments and the Returns to Education in the Marriage Market,2013,NOT_RELEVANT,NA,quasi-experimental,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W228043801,,Market Openness and Culture as Factors that Shape the Gender Gap: a Comparative Study of Urban Latin America and East Asia (1960-2000),2013,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W3122567553,10.1016/j.eeh.2013.09.002,"Papers, please! The effect of birth registration on child labor and education in early 20th century USA",2013,UNCERTAIN,OFF_EXPOSURE,other,education or schooling,fertility,forward,"Title suggests a potentially covered relationship, but the missing or ambiguous abstract prevents confident routing.",,
W1536409100,10.3386/w19602,Perverse Consequences of Well Intentioned Regulation: Evidence from India's Child Labor Ban,2013,RELEVANT,OFF_OUTCOME,theory,child-labor regulation,schooling or child labor,forward,Directly examines a covered policy or mechanism first stage without a fertility outcome.,,
W1507939386,10.1111/rode.12031,"Product Quality, Informality, and Child Labor",2013,RELEVANT,OFF_OUTCOME,theory,enforcement of child-labor regulations,child labor and informality,forward,Models enforcement of covered child-labor regulation but not fertility.,,
W3023078048,10.1111/jeea.12008,SCHOOL ATTENDANCE AND CHILD LABOR-A MODEL OF COLLECTIVE BEHAVIOR,2013,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2041863100,10.1257/aer.103.6.2087,The Effect of Education on Adult Mortality and Health: Evidence from Britain,2013,RELEVANT,OFF_OUTCOME,quasi-experimental,compulsory-schooling reform,schooling outcomes,forward,estimates or analyzes a covered law first stage or non-fertility effect,,
W1557736859,10.3386/w19210,The Idea of Antipoverty Policy,2013,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W2183047188,,The Intergenerational Transmission of Educational Achievement: Evidence from Chile,2013,NOT_RELEVANT,NA,quasi-experimental,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W2145048335,10.1353/prv.2013.a524740,The Role of Work Experience in Shaping the Entry into Motherhood: A Study for Italy,2013,RELEVANT,OFF_EXPOSURE,observational,education or schooling,fertility timing,forward,Studies education access or attainment and fertility without a clearly covered legal mandate.,,
W2477894859,10.1057/9781137065216_2,The School-Leaving Age in International Perspective,2013,UNCERTAIN,OFF_OUTCOME,review,school-leaving-age rules,compulsory-education duration and enforcement,forward,Directly reviews the covered policy but the supplied text shows no fertility analysis or causal first stage.,,
W647776408,,The influence of ethnic segregation and school mobility in primary education on high school dropout : evidence from regression discontinuity at a contextual tipping point,2013,RELEVANT,OFF_OUTCOME,quasi-experimental,compulsory-schooling reform,schooling outcomes,forward,estimates or analyzes a covered law first stage or non-fertility effect,,
W3121380197,10.1016/j.econedurev.2013.03.005,The minimum dropout age and student victimization,2013,UNCERTAIN,OFF_OUTCOME,other,compulsory-schooling law,schooling or child labor,forward,"Title suggests a potentially covered relationship, but the missing or ambiguous abstract prevents confident routing.",,
W2017416774,10.1016/j.econedurev.2013.03.003,The relationship between schooling and migration: Evidence from compulsory schooling laws,2013,RELEVANT,OFF_OUTCOME,quasi-experimental,compulsory-schooling laws,migration,forward,Uses covered schooling laws as treatment but studies migration rather than fertility.,,
W4387927573,10.14208/bf03353841,Wage and Fertility Gaps in Dual Economies,2013,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2146994965,10.1007/s10887-013-9097-x,Women’s rights and development,2013,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W1969313684,10.1111/j.1467-9779.2011.01536.x,<scp>Dual Poverty Trap: Intra‐ and Intergenerational Linkages in Frictional Labor Markets</scp>,2012,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2073343854,10.1257/mic.4.4.1,A Theory of Occupational Choice with Endogenous Fertility,2012,RELEVANT,PRIMARY_CL_QUANTUM,quasi-experimental,child-labor or minimum-age regulation,fertility quantum,forward,covered legal reform is linked to fertility or family formation,,
W1602696082,10.1057/9780230392496_6,Accounting for Child Mortality in the Pre-Industrial European Economy,2012,RELEVANT,OFF_EXPOSURE,observational,education or schooling,fertility,forward,Studies education access or attainment and fertility without a clearly covered legal mandate.,,
W2182473163,,Canadian Labour Market and Skills Researcher Network,2012,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W87951788,,Childbearing and first birth in Scotland,2012,RELEVANT,OFF_EXPOSURE,observational,education or schooling,fertility timing,forward,Studies education access or attainment and fertility without a clearly covered legal mandate.,,
W3123421064,10.1111/j.1468-0289.2012.00651.x,Childhood and child labour in the British industrial revolution<sup>1</sup>,2012,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W1487231727,10.2139/ssrn.2037842,Compulsory Schooling Laws and In-School Crime: Are Delinquents Incapacitated?,2012,UNCERTAIN,OFF_OUTCOME,other,compulsory-schooling law,schooling or child labor,forward,"Title suggests a potentially covered relationship, but the missing or ambiguous abstract prevents confident routing.",,
W2188242424,,Compulsory Schooling Reforms and Fertility in Europe,2012,RELEVANT,PRIMARY_CS_QUANTUM,quasi-experimental,compulsory-schooling reform,fertility quantum,forward,covered legal reform is linked to fertility or family formation,,
W2027261761,10.1007/s00148-012-0419-7,"Consumer boycott, household heterogeneity, and child labor",2012,UNCERTAIN,OFF_OUTCOME,other,child-labor policy,child labor,forward,"Title suggests a potentially covered relationship, but the missing or ambiguous abstract prevents confident routing.",,
W2798721215,10.1007/springerreference_82110,Demographic Transition,2012,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W1988294639,10.1007/s00148-012-0445-5,Differential fertility and intergenerational mobility under private versus public education,2012,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W1606984922,10.3386/w18477,Do Schooling Laws Matter? Evidence from the Introduction of Compulsory Attendance Laws in the United States,2012,RELEVANT,OFF_OUTCOME,review,compulsory-schooling law,schooling or child labor,forward,Directly examines a covered policy or mechanism first stage without a fertility outcome.,,
W2109900225,10.2139/ssrn.2170646,Does Schooling Improve Cognitive Functioning at Older Ages?,2012,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W571723535,10.2139/ssrn.2157920,Education and Fertility: Evidence from a Policy Change in Kenya,2012,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W1997384173,10.1108/03068291211205686,Education and fertility: an investigation into Italian families,2012,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2223305723,10.35537/10915/24608,Efecto de la educación sobre el delito: evidencia para Argentina,2012,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2257784394,,Endogenous fertility and intergenerational transfers: The significance of the sibship size effect,2012,RELEVANT,THEORY,theory,child-labor mechanism,fertility and development,forward,formal model links child labor and fertility without a policy estimand,,
W2157657522,,"Exploitation of Children in the Informal Sector: Case Study of Street Hawking Children in Ifo Local Government, Ogun State",2012,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W2951482278,10.2139/ssrn.2872262,Fertility Transitions Along the Extensive and Intensive Margins,2012,NOT_RELEVANT,NA,other,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W2001155830,10.1080/00324728.2012.697569,Fertility postponement is largely due to rising educational enrolment,2012,RELEVANT,OFF_EXPOSURE,observational,education or schooling,fertility timing,forward,Studies education access or attainment and fertility without a clearly covered legal mandate.,,
W2031124239,10.4081/jphr.2012.e31,Health Care System Reforms in Developing Countries,2012,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W49017438,,Homeschoolers on Homeschooling: In Their Own Words,2012,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W3023413381,10.1111/j.1468-0297.2012.02513.x,How trade unions increase welfare,2012,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2109573638,10.1086/666086,Human Capital Accumulation and the Expansion of Women’s Economic Rights,2012,NOT_RELEVANT,NA,quasi-experimental,n/a,girls' school attendance,n/a,Treatment is married women's property rights rather than child-labor or compulsory-schooling law.,,
W2149666849,10.1111/j.1467-9957.2012.02312.x,INTRODUCTION TO THE SPECIAL ISSUE ON POVERTY TRAPS,2012,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2108617089,10.1017/s0022050711002476,Industrialization and Fertility in the Nineteenth Century: Evidence from South Carolina,2012,NOT_RELEVANT,NA,quasi-experimental,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2179041393,,"Inherently Undesirable: American Identity and the Role of Negative Eugenics in the Education of Visually Impaired and Blind Students in Ohio, 1870--1930",2012,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2122294655,,Intergenerational eect of schooling and childhood overweight,2012,RELEVANT,OFF_OUTCOME,quasi-experimental,compulsory-schooling reform,non-fertility outcome,forward,estimates or analyzes a covered law first stage or non-fertility effect,,
W2176252721,10.1086/664831,Intrafamily Resource Allocations: A Dynamic Structural Model of Birth Weight,2012,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2061448997,10.1162/rest_a_00302,"Long-Term Determinants of the Demographic Transition, 1870–2000",2012,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2130429743,10.1093/humrep/der437,Occupational exposure to chemicals and fetal growth: the Generation R Study,2012,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
