Entity,Code,Year,"Share (richest decile, before tax)"
Finland,FIN,1948,33.75
Finland,FIN,1949,32.97
Finland,FIN,1950,32.52
Finland,FIN,1951,32.65
Finland,FIN,1952,32.61
Finland,FIN,1953,32.83
Finland,FIN,1954,32.89
Finland,FIN,1955,32.78
Finland,FIN,1956,33
Finland,FIN,1957,32.93
Finland,FIN,1958,32.96
Finland,FIN,1959,33.17
Finland,FIN,1960,32.87
Finland,FIN,1961,32.75
Finland,FIN,1962,32.25
Finland,FIN,1963,32.25
Finland,FIN,1964,31.71
Finland,FIN,1965,31.36
Finland,FIN,1966,31.16
Finland,FIN,1967,30.86
Finland,FIN,1968,30.45
Finland,FIN,1969,29.6
Finland,FIN,1970,29.37
Finland,FIN,1971,29.16
Finland,FIN,1972,29.04
Finland,FIN,1973,28.46
Finland,FIN,1974,28.21
Finland,FIN,1975,28.01
Finland,FIN,1976,27.59
Finland,FIN,1977,27.33
Finland,FIN,1978,27.07
Finland,FIN,1979,26.78
Finland,FIN,1980,27.22
Finland,FIN,1981,26.06
Finland,FIN,1982,25.86
Finland,FIN,1983,25.87
Finland,FIN,1984,26.71
Finland,FIN,1985,26.32
Finland,FIN,1986,26
Finland,FIN,1987,27.44
Finland,FIN,1988,27.48
Finland,FIN,1989,26.6
Finland,FIN,1990,25.21
Finland,FIN,1991,23.83
Finland,FIN,1992,23.72
Finland,FIN,1993,25.19
Finland,FIN,1994,28.25
Finland,FIN,1995,29.87
Finland,FIN,1996,29.97
Finland,FIN,1997,31.72
Finland,FIN,1998,32.74
Finland,FIN,1999,33.34
Finland,FIN,2000,34.6
Finland,FIN,2001,33.76
Finland,FIN,2002,33.25
Finland,FIN,2003,32.58
Finland,FIN,2004,33.79
Finland,FIN,2005,32.13
Finland,FIN,2006,33.36
Finland,FIN,2007,33.11
Finland,FIN,2008,34.06
Finland,FIN,2009,32.28
Finland,FIN,2010,32.64
Finland,FIN,2011,32.35
Finland,FIN,2012,31.77
Finland,FIN,2013,31.53
Finland,FIN,2014,32.05
Finland,FIN,2015,32.93
Finland,FIN,2016,32.9
Finland,FIN,2017,33.86
Finland,FIN,2018,33.59
Finland,FIN,2019,33.12
Finland,FIN,2020,33.12
Finland,FIN,2021,32.64
Finland,FIN,2022,32.25
France,FRA,1910,51.84
France,FRA,1915,48.67
France,FRA,1916,50.67
France,FRA,1917,50.45
France,FRA,1918,47.54
France,FRA,1919,48.51
France,FRA,1920,47.47
France,FRA,1921,46.33
France,FRA,1922,47.84
France,FRA,1923,49.67
France,FRA,1924,47.93
France,FRA,1925,47.23
France,FRA,1926,45.68
France,FRA,1927,46.99
France,FRA,1928,46.92
France,FRA,1929,45.49
France,FRA,1930,43.21
France,FRA,1931,42.87
France,FRA,1932,45.03
France,FRA,1933,46.89
France,FRA,1934,47.51
France,FRA,1935,48.53
France,FRA,1936,45.93
France,FRA,1937,45.23
France,FRA,1938,43.98
France,FRA,1939,41.43
France,FRA,1940,42.46
France,FRA,1941,41.27
France,FRA,1942,38.55
France,FRA,1943,34.77
France,FRA,1944,32.53
France,FRA,1945,31.37
France,FRA,1946,34.72
France,FRA,1947,35.98
France,FRA,1948,34.01
France,FRA,1949,34.22
France,FRA,1950,34.06
France,FRA,1951,34.88
France,FRA,1952,35.62
France,FRA,1953,35.38
France,FRA,1954,36.05
France,FRA,1955,36.72
France,FRA,1956,36.25
France,FRA,1957,36.73
France,FRA,1958,35.85
France,FRA,1959,37.91
France,FRA,1960,37.94
France,FRA,1961,38.41
France,FRA,1962,37.27
France,FRA,1963,37.25
France,FRA,1964,37.89
France,FRA,1965,38.24
France,FRA,1966,37.21
France,FRA,1967,37.03
France,FRA,1968,35.65
France,FRA,1969,34.78
France,FRA,1970,34.46
France,FRA,1971,34.11
France,FRA,1972,33.87
France,FRA,1973,34.55
France,FRA,1974,34.11
France,FRA,1975,33.62
France,FRA,1976,33.17
France,FRA,1977,31.67
France,FRA,1978,31.04
France,FRA,1979,32.1
France,FRA,1980,28.76
France,FRA,1981,28.54
France,FRA,1982,28.26
France,FRA,1983,28.33
France,FRA,1984,28.5
France,FRA,1985,28.91
France,FRA,1986,29.78
France,FRA,1987,30.32
France,FRA,1988,30.78
France,FRA,1989,31.5
France,FRA,1990,31.56
France,FRA,1991,31.07
France,FRA,1992,30.77
France,FRA,1993,30.65
France,FRA,1994,31.2
France,FRA,1995,31.32
France,FRA,1996,32.22
France,FRA,1997,32.62
France,FRA,1998,33.29
France,FRA,1999,33.25
France,FRA,2000,33.59
France,FRA,2001,33.78
France,FRA,2002,33.61
France,FRA,2003,33.75
France,FRA,2004,34.31
France,FRA,2005,34.26
France,FRA,2006,34.03
France,FRA,2007,34.92
France,FRA,2008,35.2
France,FRA,2009,33.3
France,FRA,2010,33.81
France,FRA,2011,33.92
France,FRA,2012,32.92
France,FRA,2013,32.33
France,FRA,2014,32.49
France,FRA,2015,33.34
France,FRA,2016,33.38
France,FRA,2017,33.64
France,FRA,2018,34.33
France,FRA,2019,34.06
France,FRA,2020,33.84
France,FRA,2021,34.9
France,FRA,2022,34.4
Gabon,GAB,2005,50.78
Gabon,GAB,2017,43.32
Gambia,GMB,1998,55.26
Gambia,GMB,2003,54.79
Gambia,GMB,2010,53.49
Gambia,GMB,2015,45.87
Gambia,GMB,2020,48
Georgia,GEO,1997,46.54
Georgia,GEO,1998,50.37
Georgia,GEO,1999,47.04
Georgia,GEO,2000,47.36
Georgia,GEO,2001,47.45
Georgia,GEO,2002,45.02
Georgia,GEO,2003,44.04
Georgia,GEO,2004,43.7
Georgia,GEO,2005,45.17
Georgia,GEO,2006,45.05
Georgia,GEO,2007,47.21
Georgia,GEO,2008,46.53
Georgia,GEO,2009,44.75
Georgia,GEO,2010,45.51
Georgia,GEO,2011,49.4
Georgia,GEO,2012,46.11
Georgia,GEO,2013,49.45
Georgia,GEO,2014,46.69
Georgia,GEO,2015,46.84
Georgia,GEO,2016,48.23
Georgia,GEO,2017,48.86
Georgia,GEO,2018,48.4
Georgia,GEO,2022,49.03
Georgia,GEO,2023,49.03
Georgia,GEO,2024,49.03
Germany,DEU,1981,28.14
Germany,DEU,1982,28.04
Germany,DEU,1983,28.47
Germany,DEU,1984,28.49
Germany,DEU,1985,28.71
Germany,DEU,1986,29.37
Germany,DEU,1987,30.15
Germany,DEU,1988,31.59
Germany,DEU,1989,32.46
Germany,DEU,1990,32.55
Germany,DEU,1991,31.49
Germany,DEU,1992,30.96
Germany,DEU,1993,30.43
Germany,DEU,1994,29.97
Germany,DEU,1995,29.79
Germany,DEU,1996,30.64
Germany,DEU,1997,31.54
Germany,DEU,1998,32.17
Germany,DEU,1999,32.13
Germany,DEU,2000,32.29
Germany,DEU,2001,32.39
Germany,DEU,2002,32.41
Germany,DEU,2003,31.65
Germany,DEU,2004,32.89
Germany,DEU,2005,34.81
Germany,DEU,2006,35.31
Germany,DEU,2007,36.91
Germany,DEU,2008,36.76
Germany,DEU,2009,37.25
Germany,DEU,2010,36.69
Germany,DEU,2011,36.79
Germany,DEU,2012,36.32
Germany,DEU,2013,37.76
Germany,DEU,2014,38.26
Germany,DEU,2015,38.17
Germany,DEU,2016,38.11
Germany,DEU,2017,37.81
Germany,DEU,2018,37.37
Germany,DEU,2019,37.45
Germany,DEU,2020,37.45
Germany,DEU,2021,37.42
Germany,DEU,2022,37.64
Ghana,GHA,1943,58.13
Ghana,GHA,1951,58.71
Ghana,GHA,1952,59.23
Ghana,GHA,1953,60.2
Ghana,GHA,1954,60.58
Ghana,GHA,1955,60.96
Ghana,GHA,1956,61.98
Ghana,GHA,1957,62.34
Ghana,GHA,1958,62.68
Ghana,GHA,1959,62.86
Ghana,GHA,1988,44.69
Ghana,GHA,1991,47.05
Ghana,GHA,1998,45.69
Ghana,GHA,2005,49.83
Ghana,GHA,2012,48.39
Ghana,GHA,2016,48.91
Greece,GRC,1967,34.3
Greece,GRC,1968,34.31
Greece,GRC,1969,34.76
Greece,GRC,1970,34.83
Greece,GRC,1971,34.85
Greece,GRC,1972,34.84
Greece,GRC,1973,35.3
Greece,GRC,1974,35.35
Greece,GRC,1975,35.37
Greece,GRC,1976,35.48
Greece,GRC,1977,35.76
Greece,GRC,1978,35.89
Greece,GRC,1979,36.04
Greece,GRC,1980,36.2
Greece,GRC,1981,37.38
Greece,GRC,1982,36.47
Greece,GRC,1983,35.56
Greece,GRC,1984,34.92
Greece,GRC,1985,35.46
Greece,GRC,1986,33.56
Greece,GRC,1987,33.69
Greece,GRC,1988,32.92
Greece,GRC,1989,32.41
Greece,GRC,1990,33.15
Greece,GRC,1991,33.02
Greece,GRC,1992,32.8
Greece,GRC,1993,33.85
Greece,GRC,1994,35.07
Greece,GRC,1995,35.35
Greece,GRC,1996,35.98
Greece,GRC,1997,37.87
Greece,GRC,1998,38.71
Greece,GRC,1999,39.56
Greece,GRC,2000,40.24
Greece,GRC,2001,39.83
Greece,GRC,2002,37.6
Greece,GRC,2003,36.28
Greece,GRC,2004,37.12
Greece,GRC,2005,37.47
Greece,GRC,2006,36.64
Greece,GRC,2007,35.56
Greece,GRC,2008,33.15
Greece,GRC,2009,32.5
Greece,GRC,2010,33.74
Greece,GRC,2011,31.43
Greece,GRC,2012,31.77
Greece,GRC,2013,33.32
Greece,GRC,2014,35.73
Greece,GRC,2015,35.46
Greece,GRC,2016,34.25
Greece,GRC,2017,33.92
Greece,GRC,2018,32.98
Greece,GRC,2019,32.64
Greece,GRC,2020,32.64
Greece,GRC,2021,33.09
Greece,GRC,2022,33.53
Guinea,GIN,1991,46.54
Guinea,GIN,1994,53.93
Guinea,GIN,2002,51.95
Guinea,GIN,2007,46.58
Guinea,GIN,2012,42.69
Guinea,GIN,2018,37.91
Guinea-Bissau,GNB,1991,59.57
Guinea-Bissau,GNB,1993,52.52
Guinea-Bissau,GNB,2002,44.9
Guinea-Bissau,GNB,2010,60.13
Guinea-Bissau,GNB,2018,44.23
Guinea-Bissau,GNB,2021,42.1
Hong Kong,HKG,1981,41.91
Hong Kong,HKG,1986,43.33
Hong Kong,HKG,1991,45.48
Hong Kong,HKG,1996,42.05
Hong Kong,HKG,2001,44.12
Hong Kong,HKG,2006,49.72
Hong Kong,HKG,2011,49.47
Hong Kong,HKG,2016,48.18
Hong Kong,HKG,2022,48.18
Hong Kong,HKG,2023,48.18
Hong Kong,HKG,2024,48.18
Hungary,HUN,1914,43.38
Hungary,HUN,1915,41.97
Hungary,HUN,1927,32.23
Hungary,HUN,1930,30.97
Hungary,HUN,1931,31.24
Hungary,HUN,1932,31.32
Hungary,HUN,1933,31.64
Hungary,HUN,1934,31.74
Hungary,HUN,1935,31.82
Hungary,HUN,1936,31.94
Hungary,HUN,1937,32.15
Hungary,HUN,1938,32.38
Hungary,HUN,1939,32.47
Hungary,HUN,1940,32.7
Hungary,HUN,1951,29.58
Hungary,HUN,1955,29.67
Hungary,HUN,1956,29.69
Hungary,HUN,1957,29.72
Hungary,HUN,1958,29.74
Hungary,HUN,1960,29.78
Hungary,HUN,1961,29.14
Hungary,HUN,1962,28.5
Hungary,HUN,1964,27.22
Hungary,HUN,1966,25.93
Hungary,HUN,1968,24.65
Hungary,HUN,1970,23.37
Hungary,HUN,1972,22.09
Hungary,HUN,1974,20.8
Hungary,HUN,1976,19.52
Hungary,HUN,1978,18.24
Hungary,HUN,1980,18.05
Hungary,HUN,1982,17.89
Hungary,HUN,1984,16.69
Hungary,HUN,1987,18.06
Hungary,HUN,1988,19.04
Hungary,HUN,1992,26.13
Hungary,HUN,1993,26.25
Hungary,HUN,1994,26.55
Hungary,HUN,1995,25.81
Hungary,HUN,1996,26.7
Hungary,HUN,1997,27.89
Hungary,HUN,1998,28.18
Hungary,HUN,1999,29.22
Hungary,HUN,2000,28.87
Hungary,HUN,2001,30.71
Hungary,HUN,2002,32.39
Hungary,HUN,2003,32.4
Hungary,HUN,2004,31.67
Hungary,HUN,2005,33.38
Hungary,HUN,2006,34.69
Hungary,HUN,2007,34.97
Hungary,HUN,2008,34.22
Hungary,HUN,2009,33.35
Hungary,HUN,2010,33.7
Hungary,HUN,2011,32.87
Hungary,HUN,2012,31.96
Hungary,HUN,2013,33.37
Hungary,HUN,2014,32.91
Hungary,HUN,2015,32.88
Hungary,HUN,2016,33.06
Hungary,HUN,2017,32.99
Hungary,HUN,2018,32.48
Hungary,HUN,2019,32.89
Hungary,HUN,2020,32.89
Hungary,HUN,2021,32.84
Hungary,HUN,2022,33.37
Iceland,ISL,1991,29.91
Iceland,ISL,1992,30.04
Iceland,ISL,1993,30.07
Iceland,ISL,1994,30.2
Iceland,ISL,1995,30.19
Iceland,ISL,1996,30.24
Iceland,ISL,1997,30.32
Iceland,ISL,1998,30.41
Iceland,ISL,1999,30.64
Iceland,ISL,2000,30.64
Iceland,ISL,2001,32.3
Iceland,ISL,2002,33
Iceland,ISL,2003,32.41
Iceland,ISL,2004,30.9
Iceland,ISL,2005,30.98
Iceland,ISL,2006,31.98
Iceland,ISL,2007,35.29
Iceland,ISL,2008,28.95
Iceland,ISL,2009,27.57
Iceland,ISL,2010,26.83
Iceland,ISL,2011,27.39
Iceland,ISL,2012,27.79
Iceland,ISL,2013,29.81
Iceland,ISL,2014,29.68
Iceland,ISL,2015,29.62
Iceland,ISL,2016,29.29
India,IND,1923,51.75
India,IND,1924,50.8
India,IND,1925,50.44
India,IND,1926,49.71
India,IND,1927,49.25
India,IND,1928,48.76
India,IND,1929,47.96
India,IND,1930,47.77
India,IND,1931,48.26
India,IND,1932,48.36
India,IND,1933,49.04
India,IND,1934,49.19
India,IND,1935,49.31
India,IND,1936,49.5
India,IND,1937,49.7
India,IND,1938,50.25
India,IND,1939,50.42
India,IND,1940,50.67
India,IND,1941,48.88
India,IND,1944,44.11
India,IND,1945,42.8
India,IND,1948,38.06
India,IND,1949,36.2
India,IND,1950,35.17
India,IND,1954,38.77
India,IND,1955,40.2
India,IND,1956,40.15
India,IND,1957,39.61
India,IND,1958,39.7
India,IND,1959,38.66
India,IND,1960,37.95
India,IND,1961,38.08
India,IND,1962,37.89
India,IND,1965,36.9
India,IND,1966,37.25
India,IND,1967,36.76
India,IND,1968,36.16
India,IND,1971,35.43
India,IND,1974,35.02
India,IND,1975,35.12
India,IND,1976,35.32
India,IND,1977,35.1
India,IND,1978,34.6
India,IND,1979,33.13
India,IND,1980,32.36
India,IND,1981,31.55
India,IND,1982,30.87
India,IND,1983,36.15
India,IND,1984,34.24
India,IND,1985,35.68
India,IND,1986,35.97
India,IND,1987,35.37
India,IND,1988,36.3
India,IND,1989,36.34
India,IND,1990,34.4
India,IND,1991,35.02
India,IND,1992,35.99
India,IND,1993,37.67
India,IND,1994,39.22
India,IND,1995,39.28
India,IND,1996,38.94
India,IND,1997,39.75
India,IND,1998,40.25
India,IND,2005,46.55
India,IND,2012,56.03
India,IND,2013,56.27
India,IND,2014,57.13
India,IND,2015,57.77
India,IND,2016,59.23
India,IND,2017,59.87
India,IND,2018,58.93
India,IND,2019,58.7
India,IND,2020,58.02
India,IND,2021,58.19
India,IND,2022,58.89
Indonesia,IDN,1984,41.24
Indonesia,IDN,1987,44.02
Indonesia,IDN,1990,44.77
Indonesia,IDN,1993,46.26
Indonesia,IDN,1994,47.06
Indonesia,IDN,1995,47.71
Indonesia,IDN,1996,48.23
Indonesia,IDN,1997,44.05
Indonesia,IDN,1998,39.46
Indonesia,IDN,1999,38.74
Indonesia,IDN,2000,38.84
Indonesia,IDN,2001,39.86
Indonesia,IDN,2002,39.74
Indonesia,IDN,2003,39.6
Indonesia,IDN,2004,41.21
Indonesia,IDN,2005,42.41
Indonesia,IDN,2006,41.77
Indonesia,IDN,2007,42.44
Indonesia,IDN,2008,46.54
Indonesia,IDN,2009,47.88
Indonesia,IDN,2010,42.96
Indonesia,IDN,2011,44.84
Indonesia,IDN,2012,44.29
Indonesia,IDN,2013,43.54
Indonesia,IDN,2014,43.43
Indonesia,IDN,2015,44.97
Indonesia,IDN,2016,43.15
Indonesia,IDN,2017,41.73
Indonesia,IDN,2018,46.86
Iran,IRN,1986,57.43
Iran,IRN,1990,53.85
Iran,IRN,1994,53.73
Iran,IRN,1998,53.18
Iran,IRN,1999,54.93
Iran,IRN,2000,55.08
Iran,IRN,2001,52.81
Iran,IRN,2002,52.71
Iran,IRN,2003,53.35
Iran,IRN,2004,53.46
Iran,IRN,2005,52.91
Iran,IRN,2006,52.9
Iran,IRN,2007,53.96
